teamId,W0,W1,W2,W3,W4,W5,W6,W7
0,8:A:M,BYE,1:H:V,4:A:M,27:H:S,5:A:L,17:H:D,28:H:S
1,10:A:S,29:H:V,0:A:V,22:H:L,4:H:D,17:A:V,BYE,11:A:D
2,13:A:D,7:H:S,3:H:V,9:A:V,BYE,26:H:L,12:A:S,6:H:L
3,7:A:V,21:H:L,2:A:V,14:A:D,BYE,6:A:S,24:H:L,19:H:D
4,29:H:D,20:A:L,BYE,0:H:M,1:A:D,22:H:L,23:A:V,25:A:V
5,27:A:L,22:A:S,10:H:V,28:A:L,11:H:M,0:H:L,20:H:D,BYE
6,15:A:M,18:A:V,BYE,26:H:D,7:H:S,3:H:S,16:A:D,2:A:L
7,3:H:V,2:A:S,26:H:D,21:A:V,6:A:S,BYE,19:A:D,24:A:L
8,0:H:M,31:H:S,25:H:S,17:A:D,23:H:S,29:A:V,11:A:D,BYE
9,30:A:M,12:A:D,15:H:S,2:H:V,26:A:L,16:H:L,18:H:S,BYE
10,1:H:S,11:H:L,5:A:V,23:A:D,20:H:M,31:A:L,BYE,22:A:D
11,25:A:M,10:A:L,20:H:L,BYE,5:A:M,27:A:L,8:H:D,1:H:D
12,BYE,9:H:D,18:A:L,30:H:L,16:A:S,13:H:S,2:H:S,14:H:D
13,2:H:D,30:H:D,19:A:L,15:H:D,14:H:S,12:A:S,21:A:V,BYE
14,26:A:D,24:A:S,30:H:M,3:H:D,13:A:S,BYE,15:H:L,12:A:D
15,6:H:M,16:H:D,9:A:S,13:A:D,30:A:S,18:H:V,14:A:L,BYE
16,19:H:D,15:A:D,21:A:S,18:H:D,12:H:S,9:A:L,6:H:D,BYE
17,20:A:L,BYE,28:H:S,8:H:D,29:A:L,1:H:V,0:A:D,27:H:M
18,24:A:M,6:H:V,12:H:L,16:A:D,19:H:D,15:A:V,9:A:S,BYE
19,16:A:D,BYE,13:H:L,24:H:S,18:A:D,21:H:V,7:H:D,3:A:D
20,17:H:L,4:H:L,11:A:L,31:A:M,10:A:M,28:A:D,5:A:D,BYE
21,BYE,3:A:L,16:H:S,7:H:V,24:H:V,19:A:V,13:H:V,26:A:D
22,23:H:M,5:H:S,29:H:V,1:A:L,BYE,4:A:L,25:A:S,10:H:D
23,22:A:M,27:A:S,31:H:M,10:H:D,8:A:S,25:H:D,4:H:V,BYE
24,18:H:M,14:H:S,BYE,19:A:S,21:A:V,30:A:S,3:A:L,7:H:L
25,11:H:M,28:A:S,8:A:S,BYE,31:H:L,23:A:D,22:H:S,4:H:V
26,14:H:D,BYE,7:A:D,6:A:D,9:H:L,2:A:L,30:H:L,21:H:D
27,5:H:L,23:H:S,BYE,29:A:S,0:A:S,11:H:L,28:H:L,17:A:M
28,31:A:L,25:H:S,17:A:S,5:H:L,BYE,20:H:D,27:A:L,0:A:S
29,4:A:D,1:A:V,22:A:V,27:H:S,17:H:L,8:H:V,31:H:L,BYE
30,9:H:M,13:A:D,14:A:M,12:A:L,15:H:S,24:H:S,26:A:L,BYE
31,28:H:L,8:A:S,23:A:M,20:H:M,25:A:L,10:H:L,29:A:L,BYE
