teamId,W0,W1,W2,W3,W4,W5,W6,W7
0,5:A:M,8:A:D,17:H:M,1:H:S,4:A:S,27:H:M,BYE,28:H:D
1,4:H:D,BYE,29:H:V,0:A:S,10:A:M,17:A:V,11:A:V,22:H:L
2,13:A:M,26:H:D,3:H:V,BYE,9:A:L,7:H:S,12:A:D,6:H:S
3,14:A:S,21:H:S,2:A:V,7:A:V,BYE,24:H:L,6:A:S,19:H:V
4,1:A:D,29:H:M,20:A:S,22:H:M,0:H:S,25:A:S,23:A:L,BYE
5,0:H:M,20:H:M,11:H:L,27:A:S,28:A:S,10:H:M,22:A:V,BYE
6,7:H:L,18:A:V,BYE,26:H:S,16:A:D,15:A:S,3:H:S,2:A:S
7,6:A:L,24:A:S,21:A:L,3:H:V,26:H:S,2:A:S,19:A:L,BYE
8,11:A:L,0:H:D,25:H:D,BYE,31:H:V,23:H:M,29:A:V,17:A:V
9,12:A:D,30:A:S,26:A:S,18:H:M,2:H:L,16:H:V,BYE,15:H:L
10,22:A:S,11:H:S,23:A:M,20:H:M,1:H:M,5:A:M,31:A:M,BYE
11,8:H:L,10:A:S,5:A:L,25:A:L,20:H:M,BYE,1:H:V,27:A:D
12,9:H:D,16:A:L,30:H:S,13:H:M,18:A:L,BYE,2:H:D,14:H:D
13,2:H:M,15:H:M,19:A:S,12:A:M,BYE,21:A:L,14:H:V,30:H:L
14,3:H:S,BYE,24:A:V,30:H:M,15:H:S,26:A:D,13:A:V,12:A:D
15,30:A:D,13:A:M,BYE,16:H:D,14:A:S,6:H:S,18:H:M,9:A:L
16,19:H:D,12:H:L,18:H:L,15:A:D,6:H:D,9:A:V,21:A:S,BYE
17,29:A:S,27:H:S,0:A:M,28:H:V,BYE,1:H:V,20:A:L,8:H:V
18,24:A:V,6:H:V,16:A:L,9:A:M,12:H:L,19:H:M,15:A:M,BYE
19,16:A:D,BYE,13:H:S,24:H:D,21:H:S,18:A:M,7:H:L,3:A:V
20,28:A:V,5:A:M,4:H:S,10:A:M,11:A:M,31:A:L,17:H:L,BYE
21,26:A:D,3:A:S,7:H:L,BYE,19:A:S,13:H:L,16:H:S,24:H:L
22,10:H:S,23:H:D,BYE,4:A:M,25:A:V,29:H:S,5:H:V,1:A:L
23,27:A:D,22:A:D,10:H:M,31:H:D,BYE,8:A:M,4:H:L,25:H:M
24,18:H:V,7:H:S,14:H:V,19:A:D,30:A:V,3:A:L,BYE,21:A:L
25,31:H:L,BYE,8:A:D,11:H:L,22:H:V,4:H:S,28:A:D,23:A:M
26,21:H:D,2:A:D,9:H:S,6:A:S,7:A:S,14:H:D,30:H:L,BYE
27,23:H:D,17:A:S,28:H:M,5:H:S,29:A:M,0:A:M,BYE,11:H:D
28,20:H:V,31:A:V,27:A:M,17:A:V,5:H:S,BYE,25:H:D,0:A:D
29,17:H:S,4:A:M,1:A:V,BYE,27:H:M,22:A:S,8:H:V,31:H:D
30,15:H:D,9:H:S,12:A:S,14:A:M,24:H:V,BYE,26:A:L,13:A:L
31,25:A:L,28:H:V,BYE,23:A:D,8:A:V,20:H:L,10:H:M,29:A:D
