teamId,W0,W1,W2,W3,W4,W5,W6,W7
0,28:H:M,27:H:M,1:H:D,5:A:L,17:H:S,BYE,4:A:D,8:A:S
1,11:A:D,29:H:V,0:A:D,10:A:M,22:H:S,17:A:M,BYE,4:H:S
2,12:A:M,BYE,6:H:M,3:H:M,13:A:V,7:H:V,9:A:S,26:H:L
3,14:A:M,6:A:M,24:H:D,2:A:M,21:H:L,BYE,19:H:M,7:A:D
4,29:H:V,20:A:S,25:A:D,22:H:M,BYE,23:A:D,0:H:D,1:A:S
5,20:H:S,10:H:V,11:H:D,0:H:L,28:A:S,27:A:V,22:A:L,BYE
6,16:A:S,3:H:M,2:A:M,BYE,7:H:V,15:A:V,26:H:S,18:A:V
7,24:A:V,26:H:V,21:A:D,19:A:M,6:A:V,2:A:V,BYE,3:H:D
8,17:A:L,31:H:M,23:H:D,BYE,11:A:S,25:H:L,29:A:L,0:H:S
9,15:H:M,18:H:V,30:A:V,16:H:M,26:A:L,BYE,2:H:S,12:A:L
10,BYE,5:A:V,22:A:M,1:H:M,23:A:D,31:A:D,20:H:V,11:H:L
11,1:H:D,25:A:S,5:A:D,27:A:D,8:H:S,20:H:S,BYE,10:A:L
12,2:H:M,13:H:V,18:A:M,BYE,16:A:L,14:H:M,30:H:S,9:H:L
13,30:H:S,12:A:V,19:A:M,15:H:M,2:H:V,21:A:D,14:H:V,BYE
14,3:H:M,15:H:M,26:A:L,30:H:D,24:A:L,12:A:M,13:A:V,BYE
15,9:A:M,14:A:M,16:H:S,13:A:M,30:A:M,6:H:V,18:H:D,BYE
16,6:H:S,21:A:M,15:A:S,9:A:M,12:H:L,18:H:L,BYE,19:H:M
17,8:H:L,28:H:D,29:A:V,20:A:M,0:A:S,1:H:M,27:H:V,BYE
18,BYE,9:A:V,12:H:M,24:A:V,19:H:S,16:A:L,15:A:D,6:H:V
19,21:H:M,BYE,13:H:M,7:H:M,18:A:S,24:H:S,3:A:M,16:A:M
20,5:A:S,4:H:S,31:A:M,17:H:M,BYE,11:A:S,10:A:V,28:A:M
21,19:A:M,16:H:M,7:H:D,26:A:M,3:A:L,13:H:D,24:H:S,BYE
22,25:A:M,23:H:V,10:H:M,4:A:M,1:A:S,29:H:S,5:H:L,BYE
23,31:H:M,22:A:V,8:A:D,25:H:M,10:H:D,4:H:D,BYE,27:A:M
24,7:H:V,30:A:V,3:A:D,18:H:V,14:H:L,19:A:S,21:A:S,BYE
25,22:H:M,11:H:S,4:H:D,23:A:M,31:H:V,8:A:L,28:A:L,BYE
26,BYE,7:A:V,14:H:L,21:H:M,9:H:L,30:H:D,6:A:S,2:A:L
27,BYE,0:A:M,28:H:M,11:H:D,29:A:L,5:H:V,17:A:V,23:H:M
28,0:A:M,17:A:D,27:A:M,31:A:L,5:H:S,BYE,25:H:L,20:H:M
29,4:A:V,1:A:V,17:H:V,BYE,27:H:L,22:A:S,8:H:L,31:H:L
30,13:A:S,24:H:V,9:H:V,14:A:D,15:H:M,26:A:D,12:A:S,BYE
31,23:A:M,8:A:M,20:H:M,28:H:L,25:A:V,10:H:D,BYE,29:A:L
