teamId,W0,W1,W2,W3,W4,W5,W6,W7
0,5:A:V,4:A:D,8:A:M,27:H:L,17:H:M,28:H:L,BYE,1:H:S
1,22:H:L,BYE,17:A:D,10:A:L,11:A:V,4:H:S,29:H:M,0:A:S
2,13:A:D,3:H:D,6:H:D,12:A:S,26:H:M,7:H:L,9:A:M,BYE
3,24:H:S,2:A:D,19:H:M,14:A:L,21:H:M,BYE,6:A:M,7:A:M
4,20:A:L,0:H:D,23:A:D,25:A:M,29:H:S,1:A:S,22:H:D,BYE
5,0:H:V,28:A:V,11:H:S,BYE,20:H:L,10:H:L,27:A:D,22:A:V
6,BYE,26:H:V,2:A:D,16:A:D,7:H:D,15:A:V,3:H:M,18:A:M
7,21:A:D,19:A:V,26:H:D,24:A:L,6:A:D,2:A:L,BYE,3:H:M
8,29:A:D,23:H:S,0:H:M,11:A:M,31:H:L,17:A:D,25:H:M,BYE
9,26:A:L,15:H:D,30:A:L,18:H:L,12:A:L,16:H:V,2:H:M,BYE
10,23:A:M,20:H:V,31:A:L,1:H:L,22:A:S,5:A:L,11:H:S,BYE
11,25:A:S,27:A:M,5:A:S,8:H:M,1:H:V,20:H:D,10:A:S,BYE
12,18:A:V,14:H:S,13:H:V,2:H:S,9:H:L,30:H:V,16:A:L,BYE
13,2:H:D,30:H:D,12:A:V,15:H:M,19:A:M,21:A:D,14:H:S,BYE
14,15:H:V,12:A:S,24:A:S,3:H:L,30:H:L,26:A:V,13:A:S,BYE
15,14:A:V,9:A:D,18:H:M,13:A:M,16:H:S,6:H:V,BYE,30:A:V
16,19:H:D,18:H:D,21:A:M,6:H:D,15:A:S,9:A:V,12:H:L,BYE
17,27:H:M,29:A:S,1:H:D,28:H:L,0:A:M,8:H:D,20:A:M,BYE
18,12:H:V,16:A:D,15:A:M,9:A:L,24:A:M,19:H:M,BYE,6:H:M
19,16:A:D,7:H:V,3:A:M,21:H:D,13:H:M,18:A:M,BYE,24:H:S
20,4:H:L,10:A:V,28:A:V,31:A:S,5:A:L,11:A:D,17:H:M,BYE
21,7:H:D,24:H:M,16:H:M,19:A:D,3:A:M,13:H:D,26:A:D,BYE
22,1:A:L,BYE,25:A:V,29:H:L,10:H:S,23:H:V,4:A:D,5:H:V
23,10:H:M,8:A:S,4:H:D,BYE,25:H:V,22:A:V,31:H:L,27:A:S
24,3:A:S,21:A:M,14:H:S,7:H:L,18:H:M,BYE,30:A:S,19:A:S
25,11:H:S,31:H:V,22:H:V,4:H:M,23:A:V,BYE,8:A:M,28:A:L
26,9:H:L,6:A:V,7:A:D,30:H:M,2:A:M,14:H:V,21:H:D,BYE
27,17:A:M,11:H:M,29:A:L,0:A:L,28:H:L,BYE,5:H:D,23:H:S
28,31:A:L,5:H:V,20:H:V,17:A:L,27:A:L,0:A:L,BYE,25:H:L
29,8:H:D,17:H:S,27:H:L,22:A:L,4:A:S,31:H:S,1:A:M,BYE
30,BYE,13:A:D,9:H:L,26:A:M,14:A:L,12:A:V,24:H:S,15:H:V
31,28:H:L,25:A:V,10:H:L,20:H:S,8:A:L,29:A:S,23:A:L,BYE
