teamId,W0,W1,W2,W3,W4,W5,W6,W7
0,27:H:D,5:A:S,28:H:V,17:H:S,8:A:S,4:A:S,BYE,1:H:M
1,10:A:M,22:H:L,17:A:V,29:H:S,4:H:M,BYE,11:A:M,0:A:M
2,12:A:V,6:H:M,7:H:L,3:H:S,13:A:S,BYE,9:A:L,26:H:V
3,19:H:S,14:A:D,6:A:S,2:A:S,21:H:V,24:H:L,7:A:L,BYE
4,29:H:V,23:A:M,22:H:L,20:A:L,1:A:M,0:H:S,BYE,25:A:V
5,22:A:S,0:H:S,20:H:L,27:A:M,11:H:D,28:A:D,10:H:V,BYE
6,16:A:S,2:A:M,3:H:S,7:H:M,18:A:S,15:A:L,26:H:M,BYE
7,26:H:D,24:A:L,2:A:L,6:A:M,19:A:D,21:A:D,3:H:L,BYE
8,17:A:M,29:A:D,31:H:V,23:H:D,0:H:S,11:A:V,25:H:S,BYE
9,30:A:D,12:A:L,26:A:D,15:H:D,16:H:D,18:H:M,2:H:L,BYE
10,1:H:M,31:A:M,23:A:V,11:H:M,20:H:M,22:A:S,5:A:V,BYE
11,BYE,27:A:L,25:A:D,10:A:M,5:A:D,8:H:V,1:H:M,20:H:L
12,2:H:V,9:H:L,18:A:S,30:H:S,14:H:S,BYE,16:A:D,13:H:S
13,21:A:S,19:A:S,14:H:D,BYE,2:H:S,30:H:V,15:H:M,12:A:S
14,15:H:S,3:H:D,13:A:D,BYE,12:A:S,26:A:D,30:H:L,24:A:M
15,14:A:S,18:H:L,16:H:D,9:A:D,30:A:V,6:H:L,13:A:M,BYE
16,6:H:S,21:A:M,15:A:D,18:H:S,9:A:D,19:H:V,12:H:D,BYE
17,8:H:M,20:A:V,1:H:V,0:A:S,27:H:M,29:A:V,BYE,28:H:M
18,24:A:S,15:A:L,12:H:S,16:A:S,6:H:S,9:A:M,19:H:D,BYE
19,3:A:S,13:H:S,21:H:M,24:H:M,7:H:D,16:A:V,18:A:D,BYE
20,28:A:D,17:H:V,5:A:L,4:H:L,10:A:M,31:A:V,BYE,11:A:L
21,13:H:S,16:H:M,19:A:M,26:A:S,3:A:V,7:H:D,24:H:V,BYE
22,5:H:S,1:A:L,4:A:L,25:A:S,23:H:L,10:H:S,29:H:L,BYE
23,BYE,4:H:M,10:H:V,8:A:D,22:A:L,25:H:L,31:H:D,27:A:L
24,18:H:S,7:H:L,30:A:L,19:A:M,BYE,3:A:L,21:A:V,14:H:M
25,31:H:M,28:A:L,11:H:D,22:H:S,BYE,23:A:L,8:A:S,4:H:V
26,7:A:D,30:H:D,9:H:D,21:H:S,BYE,14:H:D,6:A:M,2:A:V
27,0:A:D,11:H:L,29:A:S,5:H:M,17:A:M,BYE,28:H:L,23:H:L
28,20:H:D,25:H:L,0:A:V,31:A:M,BYE,5:H:D,27:A:L,17:A:M
29,4:A:V,8:H:D,27:H:S,1:A:S,31:H:M,17:H:V,22:A:L,BYE
30,9:H:D,26:A:D,24:H:L,12:A:S,15:H:V,13:A:V,14:A:L,BYE
31,25:A:M,10:H:M,8:A:V,28:H:M,29:A:M,20:H:V,23:A:D,BYE
