teamId,W0,W1,W2,W3,W4,W5,W6,W7
0,4:A:M,8:A:V,27:H:L,5:A:V,1:H:L,28:H:D,17:H:S,BYE
1,29:H:S,22:H:M,10:A:L,11:A:V,0:A:L,BYE,4:H:S,17:A:L
2,6:H:D,BYE,26:H:M,7:H:D,3:H:M,9:A:M,12:A:L,13:A:D
3,24:H:S,7:A:D,19:H:L,BYE,2:A:M,6:A:D,14:A:V,21:H:M
4,0:H:M,BYE,22:H:D,25:A:L,29:H:S,23:A:S,1:A:S,20:A:L
5,28:A:S,20:H:V,BYE,0:H:V,27:A:M,11:H:D,22:A:M,10:H:M
6,2:A:D,15:A:S,7:H:M,26:H:L,16:A:L,3:H:D,18:A:V,BYE
7,BYE,3:H:D,6:A:M,2:A:D,26:H:D,21:A:L,24:A:V,19:A:D
8,31:H:M,0:H:V,11:A:V,23:H:S,25:H:S,17:A:M,BYE,29:A:L
9,30:A:V,18:H:S,BYE,16:H:L,15:H:D,2:H:M,26:A:D,12:A:S
10,22:A:D,23:A:L,1:H:L,31:A:D,20:H:V,BYE,11:H:S,5:A:M
11,20:H:D,27:A:S,8:H:V,1:H:V,BYE,5:A:D,10:A:S,25:A:V
12,16:A:S,13:H:S,14:H:D,30:H:M,18:A:D,BYE,2:H:L,9:H:S
13,19:A:D,12:A:S,30:H:M,21:A:D,14:H:V,15:H:V,BYE,2:H:D
14,26:A:V,24:A:V,12:A:D,15:H:M,13:A:V,30:H:M,3:H:V,BYE
15,18:H:M,6:H:S,16:H:D,14:A:M,9:A:D,13:A:V,30:A:S,BYE
16,12:H:S,19:H:S,15:A:D,9:A:L,6:H:L,18:H:V,21:A:L,BYE
17,27:H:M,29:A:V,28:H:D,20:A:S,BYE,8:H:M,0:A:S,1:H:L
18,15:A:M,9:A:S,BYE,19:H:V,12:H:D,16:A:V,6:H:V,24:A:L
19,13:H:D,16:A:S,3:A:L,18:A:V,21:H:D,24:H:S,BYE,7:H:D
20,11:A:D,5:A:V,BYE,17:H:S,10:A:V,31:A:S,28:A:S,4:H:L
21,BYE,26:A:L,24:H:D,13:H:D,19:A:D,7:H:L,16:H:L,3:A:M
22,10:H:D,1:A:M,4:A:D,29:H:S,23:H:L,25:A:L,5:H:M,BYE
23,25:H:V,10:H:L,BYE,8:A:S,22:A:L,4:H:S,27:A:M,31:H:D
24,3:A:S,14:H:V,21:A:D,BYE,30:A:L,19:A:S,7:H:V,18:H:L
25,23:A:V,28:A:S,BYE,4:H:L,8:A:S,22:H:L,31:H:S,11:H:V
26,14:H:V,21:H:L,2:A:M,6:A:L,7:A:D,BYE,9:H:D,30:H:D
27,17:A:M,11:H:S,0:A:L,28:H:V,5:H:M,29:A:S,23:H:M,BYE
28,5:H:S,25:H:S,17:A:D,27:A:V,31:A:L,0:A:D,20:H:S,BYE
29,1:A:S,17:H:V,31:H:V,22:A:S,4:A:S,27:H:S,BYE,8:H:L
30,9:H:V,BYE,13:A:M,12:A:M,24:H:L,14:A:M,15:H:S,26:A:D
31,8:A:M,BYE,29:A:V,10:H:D,28:H:L,20:H:S,25:A:S,23:A:D
