teamId,W0,W1,W2,W3,W4,W5,W6,W7
0,27:H:S,BYE,4:A:M,1:H:L,8:A:M,17:H:L,28:H:M,5:A:V
1,17:A:L,11:A:V,29:H:D,0:A:L,10:A:M,4:H:S,22:H:D,BYE
2,7:H:S,26:H:L,6:H:V,3:H:L,13:A:D,9:A:D,BYE,12:A:S
3,BYE,24:H:V,14:A:S,2:A:L,6:A:S,7:A:D,19:H:V,21:H:V
4,22:H:V,20:A:V,0:H:M,25:A:L,23:A:V,1:A:S,29:H:S,BYE
5,10:H:M,27:A:M,20:H:D,22:A:V,28:A:L,11:H:D,BYE,0:H:V
6,18:A:V,7:H:L,2:A:V,26:H:M,3:H:S,15:A:M,BYE,16:A:S
7,2:A:S,6:A:L,21:A:V,BYE,19:A:D,3:H:D,24:A:S,26:H:V
8,23:H:L,17:A:S,31:H:V,BYE,0:H:M,29:A:D,11:A:S,25:H:M
9,15:H:D,30:A:M,26:A:V,12:A:M,BYE,2:H:D,16:H:S,18:H:L
10,5:A:M,23:A:D,11:H:L,31:A:V,1:H:M,22:A:M,BYE,20:H:S
11,25:A:D,1:H:V,10:A:L,20:H:D,27:A:M,5:A:D,8:H:S,BYE
12,30:H:M,16:A:M,18:A:D,9:H:M,14:H:S,BYE,13:H:S,2:H:S
13,19:A:S,21:A:S,BYE,30:H:M,2:H:D,14:H:V,12:A:S,15:H:L
14,26:A:V,15:H:M,3:H:S,24:A:D,12:A:S,13:A:V,30:H:M,BYE
15,9:A:D,14:A:M,30:A:L,BYE,16:H:D,6:H:M,18:H:M,13:A:L
16,BYE,12:H:M,19:H:S,18:H:M,15:A:D,21:A:V,9:A:S,6:H:S
17,1:H:L,8:H:S,28:H:M,29:A:L,20:A:M,0:A:L,27:H:M,BYE
18,6:H:V,19:H:D,12:H:D,16:A:M,24:A:S,BYE,15:A:M,9:A:L
19,13:H:S,18:A:D,16:A:S,21:H:D,7:H:D,24:H:M,3:A:V,BYE
20,28:A:D,4:H:V,5:A:D,11:A:D,17:H:M,BYE,31:A:D,10:A:S
21,24:H:D,13:H:S,7:H:V,19:A:D,26:A:D,16:H:V,BYE,3:A:V
22,4:A:V,25:A:L,BYE,5:H:V,29:H:V,10:H:M,1:A:D,23:H:D
23,8:A:L,10:H:D,27:A:M,BYE,4:H:V,31:H:M,25:H:M,22:A:D
24,21:A:D,3:A:V,BYE,14:H:D,18:H:S,19:A:M,7:H:S,30:A:L
25,11:H:D,22:H:L,BYE,4:H:L,31:H:V,28:A:V,23:A:M,8:A:M
26,14:H:V,2:A:L,9:H:V,6:A:M,21:H:D,30:H:L,BYE,7:A:V
27,0:A:S,5:H:M,23:H:M,28:H:M,11:H:M,BYE,17:A:M,29:A:S
28,20:H:D,31:A:D,17:A:M,27:A:M,5:H:L,25:H:V,0:A:M,BYE
29,31:H:D,BYE,1:A:D,17:H:L,22:A:V,8:H:D,4:A:S,27:H:S
30,12:A:M,9:H:M,15:H:L,13:A:M,BYE,26:A:L,14:A:M,24:H:L
31,29:A:D,28:H:D,8:A:V,10:H:V,25:A:V,23:A:M,20:H:D,BYE
