teamId,W0,W1,W2,W3,W4,W5,W6,W7
0,27:H:L,17:H:L,1:H:S,8:A:L,28:H:M,5:A:D,4:A:S,BYE
1,BYE,22:H:S,0:A:S,17:A:V,11:A:D,29:H:D,10:A:M,4:H:V
2,BYE,3:H:S,6:H:V,7:H:M,26:H:L,12:A:V,13:A:M,9:A:M
3,24:H:M,2:A:S,7:A:D,21:H:V,6:A:M,BYE,14:A:M,19:H:M
4,22:H:D,29:H:S,25:A:D,23:A:M,BYE,20:A:M,0:H:S,1:A:V
5,10:H:M,11:H:L,22:A:M,27:A:V,BYE,0:H:D,20:H:V,28:A:S
6,7:H:M,16:A:V,2:A:V,18:A:V,3:H:M,BYE,15:A:M,26:H:L
7,6:A:M,26:H:M,3:H:D,2:A:M,21:A:D,24:A:M,19:A:V,BYE
8,23:H:M,BYE,29:A:L,0:H:L,25:H:V,17:A:D,11:A:M,31:H:S
9,30:A:S,BYE,15:H:V,12:A:V,16:H:L,26:A:D,18:H:L,2:H:M
10,5:A:M,31:A:S,11:H:L,22:A:L,BYE,23:A:S,1:H:M,20:H:S
11,25:A:V,5:A:L,10:A:L,20:H:V,1:H:D,27:A:S,8:H:M,BYE
12,18:A:L,13:H:L,16:A:L,9:H:V,30:H:S,2:H:V,BYE,14:H:M
13,19:A:S,12:A:L,21:A:M,15:H:M,14:H:D,BYE,2:H:M,30:H:L
14,15:H:M,30:H:V,26:A:S,24:A:D,13:A:D,BYE,3:H:M,12:A:M
15,14:A:M,18:H:M,9:A:V,13:A:M,BYE,30:A:D,6:H:M,16:H:S
16,BYE,6:H:V,12:H:L,19:H:S,9:A:L,18:H:L,21:A:M,15:A:S
17,28:H:L,0:A:L,27:H:D,1:H:V,20:A:V,8:H:D,BYE,29:A:S
18,12:H:L,15:A:M,19:H:V,6:H:V,24:A:M,16:A:L,9:A:L,BYE
19,13:H:S,24:H:M,18:A:V,16:A:S,BYE,21:H:S,7:H:V,3:A:M
20,31:A:L,28:A:L,BYE,11:A:V,17:H:V,4:H:M,5:A:V,10:A:S
21,26:A:S,BYE,13:H:M,3:A:V,7:H:D,19:A:S,16:H:M,24:H:L
22,4:A:D,1:A:S,5:H:M,10:H:L,23:H:L,25:A:S,29:H:S,BYE
23,8:A:M,27:A:D,31:H:D,4:H:M,22:A:L,10:H:S,BYE,25:H:V
24,3:A:M,19:A:M,30:A:S,14:H:D,18:H:M,7:H:M,BYE,21:A:L
25,11:H:V,BYE,4:H:D,28:A:S,8:A:V,22:H:S,31:H:S,23:A:V
26,21:H:S,7:A:M,14:H:S,30:H:S,2:A:L,9:H:D,BYE,6:A:L
27,0:A:L,23:H:D,17:A:D,5:H:V,29:A:S,11:H:S,28:H:V,BYE
28,17:A:L,20:H:L,BYE,25:H:S,0:A:M,31:A:V,27:A:V,5:H:S
29,BYE,4:A:S,8:H:L,31:H:D,27:H:S,1:A:D,22:A:S,17:H:S
30,9:H:S,14:A:V,24:H:S,26:A:S,12:A:S,15:H:D,BYE,13:A:L
31,20:H:L,10:H:S,23:A:D,29:A:D,BYE,28:H:V,25:A:S,8:A:S
