teamId,W0,W1,W2,W3,W4,W5,W6,W7
0,1:H:V,8:A:M,27:H:M,28:H:M,4:A:M,17:H:L,5:A:M,BYE
1,0:A:V,22:H:S,11:A:L,4:H:S,17:A:S,10:A:M,BYE,29:H:D
2,26:H:D,12:A:M,7:H:S,13:A:S,9:A:S,3:H:V,6:H:M,BYE
3,7:A:V,19:H:D,21:H:V,6:A:L,24:H:V,2:A:V,BYE,14:A:S
4,29:H:L,23:A:L,20:A:M,1:A:S,0:H:M,22:H:M,25:A:M,BYE
5,22:A:V,20:H:V,BYE,11:H:M,28:A:S,27:A:D,0:H:M,10:H:L
6,16:A:V,26:H:V,15:A:V,3:H:L,18:A:V,7:H:S,2:A:M,BYE
7,3:H:V,BYE,2:A:S,26:H:V,19:A:M,6:A:S,21:A:D,24:A:M
8,11:A:D,0:H:M,BYE,25:H:S,29:A:M,23:H:M,31:H:V,17:A:D
9,30:A:D,18:H:D,26:A:D,BYE,2:H:S,15:H:S,12:A:S,16:H:S
10,31:A:M,11:H:D,22:A:L,20:H:M,23:A:D,1:H:M,BYE,5:A:L
11,8:H:D,10:A:D,1:H:L,5:A:M,27:A:M,BYE,20:H:M,25:A:M
12,18:A:M,2:H:M,14:H:V,30:H:D,13:H:L,16:A:D,9:H:S,BYE
13,15:H:D,14:H:V,30:H:S,2:H:S,12:A:L,19:A:S,BYE,21:A:L
14,24:A:M,13:A:V,12:A:V,15:H:S,30:H:M,BYE,26:A:V,3:H:S
15,13:A:D,BYE,6:H:V,14:A:S,16:H:D,9:A:S,30:A:V,18:H:D
16,6:H:V,21:A:D,18:H:S,19:H:V,15:A:D,12:H:D,BYE,9:A:S
17,20:A:D,27:H:V,29:A:M,BYE,1:H:S,0:A:L,28:H:S,8:H:D
18,12:H:M,9:A:D,16:A:S,24:A:V,6:H:V,BYE,19:H:M,15:A:D
19,21:H:V,3:A:D,24:H:L,16:A:V,7:H:M,13:H:S,18:A:M,BYE
20,17:H:D,5:A:V,4:H:M,10:A:M,31:A:M,28:A:S,11:A:M,BYE
21,19:A:V,16:H:D,3:A:V,BYE,26:A:V,24:H:L,7:H:D,13:H:L
22,5:H:V,1:A:S,10:H:L,29:H:S,25:A:V,4:A:M,23:H:D,BYE
23,BYE,4:H:L,25:H:S,27:A:L,10:H:D,8:A:M,22:A:D,31:H:L
24,14:H:M,30:A:D,19:A:L,18:H:V,3:A:V,21:A:L,BYE,7:H:M
25,28:A:D,BYE,23:A:S,8:A:S,22:H:V,31:H:D,4:H:M,11:H:M
26,2:A:D,6:A:V,9:H:D,7:A:V,21:H:V,30:H:V,14:H:V,BYE
27,BYE,17:A:V,0:A:M,23:H:L,11:H:M,5:H:D,29:A:S,28:H:D
28,25:H:D,BYE,31:A:L,0:A:M,5:H:S,20:H:S,17:A:S,27:A:D
29,4:A:L,31:H:V,17:H:M,22:A:S,8:H:M,BYE,27:H:S,1:A:D
30,9:H:D,24:H:D,13:A:S,12:A:D,14:A:M,26:A:V,15:H:V,BYE
31,10:H:M,29:A:V,28:H:L,BYE,20:H:M,25:A:D,8:A:V,23:A:L
