teamId,W0,W1,W2,W3,W4,W5,W6,W7
0,1:H:L,28:H:D,BYE,5:A:V,17:H:S,27:H:M,4:A:D,8:A:L
1,0:A:L,11:A:V,29:H:V,17:A:M,4:H:M,BYE,10:A:S,22:H:D
2,13:A:V,26:H:L,12:A:D,6:H:D,BYE,7:H:V,3:H:S,9:A:M
3,14:A:D,6:A:D,21:H:V,BYE,7:A:M,24:H:L,2:A:S,19:H:V
4,25:A:S,29:H:V,22:H:L,20:A:M,1:A:M,BYE,0:H:D,23:A:V
5,22:A:V,27:A:D,28:A:S,0:H:V,20:H:L,10:H:S,BYE,11:H:L
6,7:H:M,3:H:D,18:A:M,2:A:D,15:A:M,26:H:V,16:A:V,BYE
7,6:A:M,19:A:M,26:H:L,21:A:V,3:H:M,2:A:V,24:A:M,BYE
8,23:H:S,31:H:D,17:A:M,11:A:D,BYE,25:H:D,29:A:V,0:H:L
9,26:A:D,16:H:D,15:H:D,12:A:S,30:A:L,BYE,18:H:M,2:H:M
10,31:A:M,23:A:D,20:H:L,22:A:V,11:H:D,5:A:S,1:H:S,BYE
11,20:H:D,1:H:V,27:A:V,8:H:D,10:A:D,BYE,25:A:V,5:A:L
12,30:H:D,18:A:V,2:H:D,9:H:S,14:H:S,16:A:D,BYE,13:H:V
13,2:H:V,21:A:M,BYE,14:H:L,19:A:D,30:H:S,15:H:V,12:A:V
14,3:H:D,24:A:M,30:H:M,13:A:L,12:A:S,BYE,26:A:M,15:H:S
15,16:H:D,30:A:V,9:A:D,BYE,6:H:M,18:H:S,13:A:V,14:A:S
16,15:A:D,9:A:D,19:H:M,18:H:S,BYE,12:H:D,6:H:V,21:A:V
17,28:H:M,20:A:L,8:H:M,1:H:M,0:A:S,29:A:V,27:H:V,BYE
18,19:H:M,12:H:V,6:H:M,16:A:S,24:A:D,15:A:S,9:A:M,BYE
19,18:A:M,7:H:M,16:A:M,24:H:V,13:H:D,21:H:M,BYE,3:A:V
20,11:A:D,17:H:L,10:A:L,4:H:M,5:A:L,28:A:S,31:A:V,BYE
21,24:H:L,13:H:M,3:A:V,7:H:V,26:A:M,19:A:M,BYE,16:H:V
22,5:H:V,25:A:L,4:A:L,10:H:V,29:H:V,23:H:M,BYE,1:A:D
23,8:A:S,10:H:D,31:H:V,27:A:V,25:H:M,22:A:M,BYE,4:H:V
24,21:A:L,14:H:M,BYE,19:A:V,18:H:D,3:A:L,7:H:M,30:A:L
25,4:H:S,22:H:L,BYE,28:A:D,23:A:M,8:A:D,11:H:V,31:H:V
26,9:H:D,2:A:L,7:A:L,30:H:D,21:H:M,6:A:V,14:H:M,BYE
27,29:A:S,5:H:D,11:H:V,23:H:V,BYE,0:A:M,17:A:V,28:H:V
28,17:A:M,0:A:D,5:H:S,25:H:D,31:A:V,20:H:S,BYE,27:A:V
29,27:H:S,4:A:V,1:A:V,31:H:D,22:A:V,17:H:V,8:H:V,BYE
30,12:A:D,15:H:V,14:A:M,26:A:D,9:H:L,13:A:S,BYE,24:H:L
31,10:H:M,8:A:D,23:A:V,29:A:D,28:H:V,BYE,20:H:V,25:A:V
