teamId,W0,W1,W2,W3,W4,W5,W6,W7
0,17:H:D,28:H:S,8:A:D,4:A:M,BYE,1:H:S,5:A:D,27:H:V
1,10:A:S,11:A:D,17:A:L,29:H:V,4:H:M,0:A:S,22:H:D,BYE
2,6:H:M,3:H:V,9:A:L,13:A:S,BYE,7:H:D,12:A:S,26:H:V
3,BYE,2:A:V,14:A:M,7:A:M,19:H:M,21:H:L,24:H:L,6:A:V
4,20:A:L,29:H:S,BYE,0:H:M,1:A:M,25:A:S,23:A:S,22:H:M
5,BYE,22:A:L,10:H:L,28:A:M,11:H:M,27:A:M,0:H:D,20:H:L
6,2:A:M,7:H:S,26:H:M,16:A:S,18:A:S,15:A:S,BYE,3:H:V
7,26:H:M,6:A:S,BYE,3:H:M,24:A:L,2:A:D,21:A:D,19:A:V
8,11:A:D,25:H:M,0:H:D,17:A:M,23:H:S,29:A:D,31:H:S,BYE
9,18:H:M,15:H:L,2:H:L,12:A:V,26:A:D,30:A:D,BYE,16:H:S
10,1:H:S,BYE,5:A:L,22:A:V,31:A:M,23:A:M,20:H:S,11:H:S
11,8:H:D,1:H:D,20:H:V,27:A:V,5:A:M,BYE,25:A:L,10:A:S
12,BYE,13:H:M,30:H:L,9:H:V,14:H:V,16:A:D,2:H:S,18:A:S
13,14:H:M,12:A:M,15:H:D,2:H:S,21:A:V,BYE,19:A:S,30:H:S
14,13:A:M,30:H:L,3:H:M,26:A:S,12:A:V,24:A:M,15:H:M,BYE
15,16:H:D,9:A:L,13:A:D,18:H:L,30:A:V,6:H:S,14:A:M,BYE
16,15:A:D,19:H:L,21:A:M,6:H:S,BYE,12:H:D,18:H:L,9:A:S
17,0:A:D,20:A:S,1:H:L,8:H:M,27:H:L,BYE,29:A:V,28:H:L
18,9:A:M,24:A:L,BYE,15:A:L,6:H:S,19:H:S,16:A:L,12:H:S
19,21:H:D,16:A:L,24:H:S,BYE,3:A:M,18:A:S,13:H:S,7:H:V
20,4:H:L,17:H:S,11:A:V,31:A:V,BYE,28:A:V,10:A:S,5:A:L
21,19:A:D,26:A:D,16:H:M,24:H:L,13:H:V,3:A:L,7:H:D,BYE
22,23:H:S,5:H:L,25:A:V,10:H:V,29:H:D,BYE,1:A:D,4:A:M
23,22:A:S,31:H:V,27:A:S,25:H:D,8:A:S,10:H:M,4:H:S,BYE
24,30:A:V,18:H:L,19:A:S,21:A:L,7:H:L,14:H:M,3:A:L,BYE
25,BYE,8:A:M,22:H:V,23:A:D,28:A:V,4:H:S,11:H:L,31:H:V
26,7:A:M,21:H:D,6:A:M,14:H:S,9:H:D,BYE,30:H:M,2:A:V
27,29:A:D,BYE,23:H:S,11:H:V,17:A:L,5:H:M,28:H:V,0:A:V
28,31:A:V,0:A:S,BYE,5:H:M,25:H:V,20:H:V,27:A:V,17:A:L
29,27:H:D,4:A:S,31:H:S,1:A:V,22:A:D,8:H:D,17:H:V,BYE
30,24:H:V,14:A:L,12:A:L,BYE,15:H:V,9:H:D,26:A:M,13:A:S
31,28:H:V,23:A:V,29:A:S,20:H:V,10:H:M,BYE,8:A:S,25:A:V
