teamId,W0,W1,W2,W3,W4,W5,W6,W7
0,5:A:V,4:A:S,8:A:V,17:H:L,1:H:V,27:H:M,28:H:S,BYE
1,4:H:M,29:H:S,22:H:D,10:A:V,0:A:V,11:A:S,17:A:S,BYE
2,26:H:L,7:H:S,13:A:S,BYE,3:H:M,9:A:L,12:A:S,6:H:L
3,24:H:D,19:H:L,14:A:V,6:A:M,2:A:M,21:H:S,BYE,7:A:D
4,1:A:M,0:H:S,29:H:S,22:H:S,25:A:M,BYE,20:A:V,23:A:D
5,0:H:V,22:A:V,20:H:S,27:A:D,28:A:S,BYE,10:H:M,11:H:S
6,18:A:V,26:H:V,15:A:M,3:H:M,16:A:L,7:H:L,BYE,2:A:L
7,BYE,2:A:S,24:A:L,26:H:M,21:A:V,6:A:L,19:A:L,3:H:D
8,31:H:D,17:A:D,0:H:V,29:A:D,11:A:L,23:H:S,25:H:S,BYE
9,15:H:D,18:H:V,30:A:S,16:H:D,12:A:M,2:H:L,26:A:D,BYE
10,22:A:M,23:A:M,11:H:V,1:H:V,31:A:D,20:H:L,5:A:M,BYE
11,20:H:S,27:A:L,10:A:V,25:A:S,8:H:L,1:H:S,BYE,5:A:S
12,30:H:V,16:A:L,18:A:V,14:H:V,9:H:M,BYE,2:H:S,13:H:S
13,BYE,15:H:L,2:H:S,21:A:D,19:A:M,14:H:S,30:H:L,12:A:S
14,BYE,30:H:D,3:H:V,12:A:V,26:A:V,13:A:S,15:H:M,24:A:S
15,9:A:D,13:A:L,6:H:M,30:A:S,18:H:M,16:H:S,14:A:M,BYE
16,BYE,12:H:L,19:H:D,9:A:D,6:H:L,15:A:S,21:A:V,18:H:S
17,29:A:L,8:H:D,27:H:S,0:A:L,20:A:S,28:H:L,1:H:S,BYE
18,6:H:V,9:A:V,12:H:V,19:H:S,15:A:M,BYE,24:A:L,16:A:S
19,21:H:D,3:A:L,16:A:D,18:A:S,13:H:M,24:H:V,7:H:L,BYE
20,11:A:S,28:A:D,5:A:S,31:A:D,17:H:S,10:A:L,4:H:V,BYE
21,19:A:D,24:H:L,26:A:D,13:H:D,7:H:V,3:A:S,16:H:V,BYE
22,10:H:M,5:H:V,1:A:D,4:A:S,23:H:M,29:H:S,BYE,25:A:M
23,27:A:D,10:H:M,25:H:D,BYE,22:A:M,8:A:S,31:H:D,4:H:D
24,3:A:D,21:A:L,7:H:L,BYE,30:A:S,19:A:V,18:H:L,14:H:S
25,28:A:L,31:H:V,23:A:D,11:H:S,4:H:M,BYE,8:A:S,22:H:M
26,2:A:L,6:A:V,21:H:D,7:A:M,14:H:V,30:H:M,9:H:D,BYE
27,23:H:D,11:H:L,17:A:S,5:H:D,BYE,0:A:M,29:A:V,28:H:L
28,25:H:L,20:H:D,31:A:D,BYE,5:H:S,17:A:L,0:A:S,27:A:L
29,17:H:L,1:A:S,4:A:S,8:H:D,BYE,22:A:S,27:H:V,31:H:L
30,12:A:V,14:A:D,9:H:S,15:H:S,24:H:S,26:A:M,13:A:L,BYE
31,8:A:D,25:A:V,28:H:D,20:H:D,10:H:D,BYE,23:A:D,29:A:L
