teamId,W0,W1,W2,W3,W4,W5,W6,W7
0,1:H:V,28:H:D,5:A:L,27:H:L,4:A:D,8:A:D,17:H:D,BYE
1,0:A:V,4:H:L,11:A:S,BYE,22:H:M,17:A:V,29:H:V,10:A:D
2,3:H:D,6:H:L,26:H:M,13:A:S,9:A:S,12:A:D,7:H:D,BYE
3,2:A:D,14:A:M,21:H:L,24:H:L,BYE,19:H:D,6:A:L,7:A:S
4,29:H:L,1:A:L,20:A:S,BYE,0:H:D,23:A:L,25:A:M,22:H:D
5,20:H:M,10:H:M,0:H:L,11:H:D,28:A:V,27:A:S,22:A:V,BYE
6,16:A:M,2:A:L,15:A:V,18:A:M,7:H:M,26:H:L,3:H:L,BYE
7,26:H:L,19:A:D,24:A:V,21:A:S,6:A:M,BYE,2:A:D,3:H:S
8,23:H:D,29:A:V,17:A:S,25:H:V,31:H:L,0:H:D,BYE,11:A:S
9,18:H:L,26:A:V,16:H:L,12:A:D,2:H:S,15:H:M,30:A:M,BYE
10,22:A:V,5:A:M,23:A:S,31:A:M,11:H:V,20:H:D,BYE,1:H:D
11,25:A:D,20:H:M,1:H:S,5:A:D,10:A:V,BYE,27:A:L,8:H:S
12,30:H:L,16:A:V,13:H:V,9:H:D,14:H:M,2:H:D,BYE,18:A:D
13,BYE,30:H:D,12:A:V,2:H:S,15:H:L,21:A:D,19:A:V,14:H:M
14,15:H:D,3:H:M,30:H:M,26:A:M,12:A:M,24:A:S,BYE,13:A:M
15,14:A:D,18:H:M,6:H:V,30:A:D,13:A:L,9:A:M,16:H:V,BYE
16,6:H:M,12:H:V,9:A:L,19:H:S,18:H:V,BYE,15:A:V,21:A:S
17,27:H:L,BYE,8:H:S,29:A:M,20:A:S,1:H:V,0:A:D,28:H:D
18,9:A:L,15:A:M,19:H:L,6:H:M,16:A:V,BYE,24:A:L,12:H:D
19,21:H:L,7:H:D,18:A:L,16:A:S,24:H:M,3:A:D,13:H:V,BYE
20,5:A:M,11:A:M,4:H:S,28:A:V,17:H:S,10:A:D,31:A:M,BYE
21,19:A:L,24:H:L,3:A:L,7:H:S,BYE,13:H:D,26:A:L,16:H:S
22,10:H:V,25:A:S,29:H:L,23:H:M,1:A:M,BYE,5:H:V,4:A:D
23,8:A:D,31:H:L,10:H:S,22:A:M,25:H:L,4:H:L,BYE,27:A:S
24,BYE,21:A:L,7:H:V,3:A:L,19:A:M,14:H:S,18:H:L,30:A:D
25,11:H:D,22:H:S,31:H:S,8:A:V,23:A:L,28:A:S,4:H:M,BYE
26,7:A:L,9:H:V,2:A:M,14:H:M,30:H:V,6:A:L,21:H:L,BYE
27,17:A:L,BYE,28:H:V,0:A:L,29:A:V,5:H:S,11:H:L,23:H:S
28,31:A:V,0:A:D,27:A:V,20:H:V,5:H:V,25:H:S,BYE,17:A:D
29,4:A:L,8:H:V,22:A:L,17:H:M,27:H:V,31:H:V,1:A:V,BYE
30,12:A:L,13:A:D,14:A:M,15:H:D,26:A:V,BYE,9:H:M,24:H:D
31,28:H:V,23:A:L,25:A:S,10:H:M,8:A:L,29:A:V,20:H:M,BYE
