teamId,W0,W1,W2,W3,W4,W5,W6,W7
0,17:H:D,8:A:M,5:A:V,28:H:M,27:H:M,BYE,1:H:L,4:A:L
1,10:A:D,29:H:V,4:H:D,22:H:S,BYE,17:A:M,0:A:L,11:A:S
2,6:H:D,13:A:D,12:A:L,26:H:S,BYE,7:H:S,9:A:L,3:H:V
3,24:H:V,19:H:V,14:A:M,21:H:V,7:A:V,6:A:S,BYE,2:A:V
4,29:H:V,22:H:M,1:A:D,BYE,25:A:D,20:A:V,23:A:V,0:H:L
5,27:A:S,10:H:S,0:H:V,11:H:M,22:A:M,BYE,20:H:D,28:A:D
6,2:A:D,15:A:M,26:H:S,7:H:D,18:A:D,3:H:S,16:A:V,BYE
7,BYE,26:H:V,21:A:L,6:A:D,3:H:V,2:A:S,19:A:S,24:A:S
8,25:H:S,0:H:M,11:A:D,29:A:S,17:A:M,23:H:L,31:H:S,BYE
9,16:H:M,12:A:D,15:H:V,18:H:D,30:A:D,26:A:D,2:H:L,BYE
10,1:H:D,5:A:S,23:A:S,31:A:D,11:H:L,22:A:V,BYE,20:H:V
11,20:H:L,25:A:S,8:H:D,5:A:M,10:A:L,BYE,27:A:V,1:H:S
12,BYE,9:H:D,2:H:L,14:H:S,13:H:M,16:A:D,30:H:S,18:A:M
13,21:A:D,2:H:D,19:A:V,30:H:L,12:A:M,15:H:D,14:H:S,BYE
14,26:A:L,30:H:D,3:H:M,12:A:S,15:H:L,24:A:L,13:A:S,BYE
15,30:A:D,6:H:M,9:A:V,16:H:D,14:A:L,13:A:D,18:H:V,BYE
16,9:A:M,21:A:L,18:H:D,15:A:D,19:H:S,12:H:D,6:H:V,BYE
17,0:A:D,28:H:S,20:A:S,27:H:L,8:H:M,1:H:M,29:A:D,BYE
18,19:H:M,24:A:L,16:A:D,9:A:D,6:H:D,BYE,15:A:V,12:H:M
19,18:A:M,3:A:V,13:H:V,24:H:S,16:A:S,21:H:L,7:H:S,BYE
20,11:A:L,31:A:S,17:H:S,BYE,28:A:L,4:H:V,5:A:D,10:A:V
21,13:H:D,16:H:L,7:H:L,3:A:V,24:H:V,19:A:L,26:A:L,BYE
22,23:H:S,4:A:M,BYE,1:A:S,5:H:M,10:H:V,25:A:L,29:H:V
23,22:A:S,27:A:M,10:H:S,25:H:D,BYE,8:A:L,4:H:V,31:H:S
24,3:A:V,18:H:L,30:A:V,19:A:S,21:A:V,14:H:L,BYE,7:H:S
25,8:A:S,11:H:S,28:A:D,23:A:D,4:H:D,31:H:M,22:H:L,BYE
26,14:H:L,7:A:V,6:A:S,2:A:S,BYE,9:H:D,21:H:L,30:H:D
27,5:H:S,23:H:M,29:A:L,17:A:L,0:A:M,28:H:M,11:H:V,BYE
28,31:A:S,17:A:S,25:H:D,0:A:M,20:H:L,27:A:M,BYE,5:H:D
29,4:A:V,1:A:V,27:H:L,8:H:S,31:H:V,BYE,17:H:D,22:A:V
30,15:H:D,14:A:D,24:H:V,13:A:L,9:H:D,BYE,12:A:S,26:A:D
31,28:H:S,20:H:S,BYE,10:H:D,29:A:V,25:A:M,8:A:S,23:A:S
