teamId,W0,W1,W2,W3,W4,W5,W6,W7
0,8:A:S,5:A:M,27:H:L,1:H:D,4:A:S,BYE,17:H:D,28:H:M
1,4:H:D,10:A:D,17:A:S,0:A:D,29:H:V,22:H:L,BYE,11:A:M
2,6:H:L,3:H:S,13:A:V,12:A:S,7:H:M,9:A:L,26:H:V,BYE
3,BYE,2:A:S,21:H:V,6:A:S,19:H:M,7:A:M,14:A:M,24:H:L
4,1:A:D,29:H:L,23:A:V,22:H:S,0:H:S,25:A:S,20:A:S,BYE
5,27:A:V,0:H:M,22:A:V,10:H:V,11:H:V,28:A:V,BYE,20:H:D
6,2:A:L,16:A:D,26:H:D,3:H:S,15:A:D,BYE,18:A:M,7:H:S
7,24:A:D,19:A:S,BYE,26:H:D,2:A:M,3:H:M,21:A:L,6:A:S
8,0:H:S,25:H:D,11:A:V,29:A:L,17:A:V,31:H:L,23:H:D,BYE
9,30:A:V,26:A:S,15:H:S,BYE,12:A:S,2:H:L,16:H:L,18:H:M
10,11:H:S,1:H:D,20:H:L,5:A:V,31:A:D,23:A:D,22:A:S,BYE
11,10:A:S,27:A:L,8:H:V,BYE,5:A:V,20:H:V,25:A:V,1:H:M
12,14:H:L,18:A:S,30:H:M,2:H:S,9:H:S,13:H:L,BYE,16:A:S
13,21:A:L,14:H:M,2:H:V,19:A:L,30:H:D,12:A:L,15:H:M,BYE
14,12:A:L,13:A:M,24:A:L,15:H:S,26:A:V,30:H:V,3:H:M,BYE
15,16:H:L,30:A:S,9:A:S,14:A:S,6:H:D,18:H:M,13:A:M,BYE
16,15:A:L,6:H:D,19:H:D,18:H:D,21:A:V,BYE,9:A:L,12:H:S
17,BYE,20:A:S,1:H:S,28:H:V,8:H:V,29:A:V,0:A:D,27:H:L
18,19:H:S,12:H:S,BYE,16:A:D,24:A:L,15:A:M,6:H:M,9:A:M
19,18:A:S,7:H:S,16:A:D,13:H:L,3:A:M,24:H:S,BYE,21:H:L
20,28:A:S,17:H:S,10:A:L,31:A:V,BYE,11:A:V,4:H:S,5:A:D
21,13:H:L,BYE,3:A:V,24:H:M,16:H:V,26:A:V,7:H:L,19:A:L
22,25:A:S,23:H:S,5:H:V,4:A:S,BYE,1:A:L,10:H:S,29:H:L
23,31:H:S,22:A:S,4:H:V,27:A:D,25:H:M,10:H:D,8:A:D,BYE
24,7:H:D,BYE,14:H:L,21:A:M,18:H:L,19:A:S,30:A:D,3:A:L
25,22:H:S,8:A:D,28:A:L,BYE,23:A:M,4:H:S,11:H:V,31:H:V
26,BYE,9:H:S,6:A:D,7:A:D,14:H:V,21:H:V,2:A:V,30:H:M
27,5:H:V,11:H:L,0:A:L,23:H:D,28:H:M,BYE,29:A:M,17:A:L
28,20:H:S,31:A:D,25:H:L,17:A:V,27:A:M,5:H:V,BYE,0:A:M
29,BYE,4:A:L,31:H:D,8:H:L,1:A:V,17:H:V,27:H:M,22:A:L
30,9:H:V,15:H:S,12:A:M,BYE,13:A:D,14:A:V,24:H:D,26:A:M
31,23:A:S,28:H:D,29:A:D,20:H:V,10:H:D,8:A:L,BYE,25:A:V
