teamId,W0,W1,W2,W3,W4,W5,W6,W7
0,1:H:L,17:H:L,4:A:L,28:H:L,8:A:L,5:A:L,27:H:V,BYE
1,0:A:L,29:H:V,17:A:S,22:H:V,10:A:M,11:A:S,BYE,4:H:D
2,6:H:M,12:A:S,9:A:D,7:H:M,BYE,26:H:S,13:A:M,3:H:V
3,21:H:L,6:A:S,14:A:S,BYE,24:H:M,19:H:L,7:A:S,2:A:V
4,22:H:V,20:A:S,0:H:L,25:A:S,29:H:S,BYE,23:A:M,1:A:D
5,20:H:S,11:H:L,28:A:L,27:A:V,22:A:D,0:H:L,10:H:V,BYE
6,2:A:M,3:H:S,15:A:V,16:A:L,BYE,7:H:M,26:H:V,18:A:L
7,24:A:S,26:H:S,19:A:V,2:A:M,21:A:D,6:A:M,3:H:S,BYE
8,29:A:M,BYE,31:H:V,11:A:V,0:H:L,17:A:M,25:H:S,23:H:S
9,18:H:V,30:A:L,2:H:D,26:A:L,16:H:S,15:H:D,12:A:M,BYE
10,23:A:M,BYE,11:H:M,20:H:M,1:H:M,31:A:L,5:A:V,22:A:L
11,27:A:L,5:A:L,10:A:M,8:H:V,25:A:M,1:H:S,20:H:S,BYE
12,14:H:S,2:H:S,16:A:S,18:A:S,13:H:D,BYE,9:H:M,30:H:D
13,30:H:V,19:A:V,21:A:S,14:H:M,12:A:D,BYE,2:H:M,15:H:V
14,12:A:S,15:H:D,3:H:S,13:A:M,26:A:M,30:H:S,BYE,24:A:D
15,16:H:V,14:A:D,6:H:V,BYE,30:A:M,9:A:D,18:H:L,13:A:V
16,15:A:V,21:A:D,12:H:S,6:H:L,9:A:S,18:H:V,BYE,19:H:V
17,28:H:M,0:A:L,1:H:S,29:A:S,20:A:D,8:H:M,BYE,27:H:V
18,9:A:V,24:A:S,BYE,12:H:S,19:H:L,16:A:V,15:A:L,6:H:L
19,BYE,13:H:V,7:H:V,21:H:D,18:A:L,3:A:L,24:H:M,16:A:V
20,5:A:S,4:H:S,BYE,10:A:M,17:H:D,28:A:L,11:A:S,31:A:V
21,3:A:L,16:H:D,13:H:S,19:A:D,7:H:D,24:H:D,BYE,26:A:S
22,4:A:V,25:A:M,23:H:L,1:A:V,5:H:D,29:H:V,BYE,10:H:L
23,10:H:M,27:A:S,22:A:L,BYE,31:H:M,25:H:V,4:H:M,8:A:S
24,7:H:S,18:H:S,BYE,30:A:S,3:A:M,21:A:D,19:A:M,14:H:D
25,31:H:M,22:H:M,BYE,4:H:S,11:H:M,23:A:V,8:A:S,28:A:L
26,BYE,7:A:S,30:H:D,9:H:L,14:H:M,2:A:S,6:A:V,21:H:S
27,11:H:L,23:H:S,29:A:L,5:H:V,28:H:L,BYE,0:A:V,17:A:V
28,17:A:M,31:A:M,5:H:L,0:A:L,27:A:L,20:H:L,BYE,25:H:L
29,8:H:M,1:A:V,27:H:L,17:H:S,4:A:S,22:A:V,31:H:M,BYE
30,13:A:V,9:H:L,26:A:D,24:H:S,15:H:M,14:A:S,BYE,12:A:D
31,25:A:M,28:H:M,8:A:V,BYE,23:A:M,10:H:L,29:A:M,20:H:V
