teamId,W0,W1,W2,W3,W4,W5,W6,W7
0,1:H:V,4:A:M,17:H:S,27:H:L,8:A:M,28:H:D,5:A:L,BYE
1,0:A:V,11:A:S,4:H:D,22:H:D,29:H:D,17:A:S,10:A:M,BYE
2,9:A:M,7:H:S,3:H:L,BYE,13:A:D,6:H:D,26:H:L,12:A:M
3,24:H:S,6:A:L,2:A:L,19:H:S,14:A:S,7:A:S,BYE,21:H:M
4,23:A:M,0:H:M,1:A:D,BYE,22:H:S,25:A:L,29:H:S,20:A:M
5,10:H:V,BYE,11:H:V,20:H:D,28:A:L,27:A:M,0:H:L,22:A:M
6,15:A:L,3:H:L,16:A:S,26:H:V,7:H:L,2:A:D,BYE,18:A:M
7,19:A:L,2:A:S,26:H:M,24:A:D,6:A:L,3:H:S,21:A:M,BYE
8,31:H:M,17:A:M,25:H:V,29:A:S,0:H:M,BYE,11:A:L,23:H:V
9,2:H:M,30:A:D,12:A:S,16:H:L,BYE,15:H:D,18:H:S,26:A:S
10,5:A:V,20:H:L,22:A:L,23:A:M,31:A:L,11:H:L,1:H:M,BYE
11,27:A:M,1:H:S,5:A:V,25:A:L,20:H:D,10:A:L,8:H:L,BYE
12,14:H:M,16:A:L,9:H:S,18:A:S,BYE,13:H:M,30:H:L,2:H:M
13,30:H:M,21:A:S,15:H:L,14:H:V,2:H:D,12:A:M,19:A:L,BYE
14,12:A:M,26:A:S,30:H:L,13:A:V,3:H:S,24:A:S,15:H:L,BYE
15,6:H:L,18:H:S,13:A:L,30:A:V,16:H:L,9:A:D,14:A:L,BYE
16,18:H:D,12:H:L,6:H:S,9:A:L,15:A:L,21:A:M,BYE,19:H:V
17,29:A:L,8:H:M,0:A:S,28:H:S,27:H:L,1:H:S,20:A:D,BYE
18,16:A:D,15:A:S,19:H:V,12:H:S,24:A:L,BYE,9:A:S,6:H:M
19,7:H:L,24:H:V,18:A:V,3:A:S,21:H:S,BYE,13:H:L,16:A:V
20,28:A:L,10:A:L,BYE,5:A:D,11:A:D,31:A:V,17:H:D,4:H:M
21,26:A:M,13:H:S,24:H:V,BYE,19:A:S,16:H:M,7:H:M,3:A:M
22,25:A:V,29:H:S,10:H:L,1:A:D,4:A:S,23:H:S,BYE,5:H:M
23,4:H:M,27:A:L,31:H:D,10:H:M,25:H:L,22:A:S,BYE,8:A:V
24,3:A:S,19:A:V,21:A:V,7:H:D,18:H:L,14:H:S,BYE,30:A:D
25,22:H:V,BYE,8:A:V,11:H:L,23:A:L,4:H:L,31:H:L,28:A:M
26,21:H:M,14:H:S,7:A:M,6:A:V,30:H:S,BYE,2:A:L,9:H:S
27,11:H:M,23:H:L,29:A:L,0:A:L,17:A:L,5:H:M,28:H:V,BYE
28,20:H:L,31:A:L,BYE,17:A:S,5:H:L,0:A:D,27:A:V,25:H:M
29,17:H:L,22:A:S,27:H:L,8:H:S,1:A:D,BYE,4:A:S,31:H:S
30,13:A:M,9:H:D,14:A:L,15:H:V,26:A:S,BYE,12:A:L,24:H:D
31,8:A:M,28:H:L,23:A:D,BYE,10:H:L,20:H:V,25:A:L,29:A:S
