teamId,W0,W1,W2,W3,W4,W5,W6,W7
0,4:A:D,27:H:L,8:A:L,BYE,28:H:S,17:H:S,5:A:M,1:H:D
1,BYE,29:H:L,17:A:V,10:A:V,11:A:V,4:H:M,22:H:S,0:A:D
2,9:A:V,13:A:V,26:H:M,3:H:S,7:H:S,12:A:L,BYE,6:H:L
3,7:A:D,6:A:V,21:H:L,2:A:S,24:H:L,BYE,19:H:M,14:A:L
4,0:H:D,20:A:L,22:H:D,BYE,25:A:V,1:A:M,23:A:V,29:H:V
5,22:A:D,10:H:D,28:A:M,11:H:M,27:A:D,BYE,0:H:M,20:H:M
6,18:A:V,3:H:V,15:A:M,BYE,26:H:M,16:A:L,7:H:S,2:A:L
7,3:H:D,19:A:M,24:A:S,26:H:L,2:A:S,21:A:S,6:A:S,BYE
8,23:H:D,25:H:V,0:H:L,29:A:V,17:A:V,31:H:M,BYE,11:A:M
9,2:H:V,26:A:V,18:H:M,12:A:D,16:H:S,15:H:D,30:A:M,BYE
10,20:H:D,5:A:D,11:H:D,1:H:V,22:A:S,BYE,31:A:L,23:A:L
11,27:A:S,BYE,10:A:D,5:A:M,1:H:V,20:H:D,25:A:M,8:H:M
12,16:A:L,14:H:S,13:H:V,9:H:D,30:H:D,2:H:L,18:A:V,BYE
13,21:A:L,2:H:V,12:A:V,14:H:M,BYE,19:A:D,15:H:S,30:H:S
14,15:H:L,12:A:S,30:H:L,13:A:M,BYE,26:A:D,24:A:M,3:H:L
15,14:A:L,30:A:D,6:H:M,16:H:M,18:H:D,9:A:D,13:A:S,BYE
16,12:H:L,18:H:S,19:H:M,15:A:M,9:A:S,6:H:L,21:A:D,BYE
17,29:A:D,BYE,1:H:V,20:A:V,8:H:V,0:A:S,27:H:L,28:H:S
18,6:H:V,16:A:S,9:A:M,19:H:D,15:A:D,24:A:S,12:H:V,BYE
19,24:H:V,7:H:M,16:A:M,18:A:D,21:H:S,13:H:D,3:A:M,BYE
20,10:A:D,4:H:L,31:A:M,17:H:V,BYE,11:A:D,28:A:S,5:A:M
21,13:H:L,24:H:D,3:A:L,BYE,19:A:S,7:H:S,16:H:D,26:A:S
22,5:H:D,23:H:D,4:A:D,25:A:M,10:H:S,29:H:V,1:A:S,BYE
23,8:A:D,22:A:D,25:H:V,31:H:D,BYE,27:A:V,4:H:V,10:H:L
24,19:A:V,21:A:D,7:H:S,30:A:D,3:A:L,18:H:S,14:H:M,BYE
25,28:A:S,8:A:V,23:A:V,22:H:M,4:H:V,BYE,11:H:M,31:H:V
26,30:H:M,9:H:V,2:A:M,7:A:L,6:A:M,14:H:D,BYE,21:H:S
27,11:H:S,0:A:L,29:A:D,28:H:L,5:H:D,23:H:V,17:A:L,BYE
28,25:H:S,31:A:L,5:H:M,27:A:L,0:A:S,BYE,20:H:S,17:A:S
29,17:H:D,1:A:L,27:H:D,8:H:V,31:H:S,22:A:V,BYE,4:A:V
30,26:A:M,15:H:D,14:A:L,24:H:D,12:A:D,BYE,9:H:M,13:A:S
31,BYE,28:H:L,20:H:M,23:A:D,29:A:S,8:A:M,10:H:L,25:A:V
