teamId,W0,W1,W2,W3,W4,W5,W6,W7
0,4:A:V,28:H:L,17:H:M,BYE,27:H:M,8:A:D,1:H:L,5:A:V
1,11:A:S,4:H:M,10:A:V,29:H:D,22:H:S,BYE,0:A:L,17:A:V
2,12:A:S,BYE,26:H:M,13:A:L,9:A:D,3:H:L,7:H:L,6:H:M
3,14:A:L,24:H:D,21:H:S,6:A:L,19:H:M,2:A:L,BYE,7:A:S
4,0:H:V,1:A:M,22:H:S,25:A:M,29:H:M,23:A:V,20:A:M,BYE
5,10:H:M,20:H:M,11:H:D,22:A:D,BYE,27:A:L,28:A:V,0:H:V
6,15:A:S,26:H:L,7:H:S,3:H:L,16:A:D,BYE,18:A:V,2:A:M
7,BYE,19:A:L,6:A:S,26:H:M,24:A:L,21:A:D,2:A:L,3:H:S
8,31:H:M,23:H:L,29:A:S,17:A:D,BYE,0:H:D,25:H:S,11:A:S
9,26:A:S,12:A:M,15:H:M,18:H:S,2:H:D,30:A:L,16:H:L,BYE
10,5:A:M,22:A:M,1:H:V,11:H:V,20:H:L,31:A:L,23:A:V,BYE
11,1:H:S,27:A:L,5:A:D,10:A:V,25:A:D,20:H:L,BYE,8:H:S
12,2:H:S,9:H:M,30:H:L,14:H:S,18:A:L,13:H:D,BYE,16:A:L
13,21:A:S,30:H:S,14:H:S,2:H:L,15:H:M,12:A:D,19:A:D,BYE
14,3:H:L,BYE,13:A:S,12:A:S,30:H:L,24:A:M,15:H:M,26:A:D
15,6:H:S,18:H:V,9:A:M,16:H:V,13:A:M,BYE,14:A:M,30:A:M
16,19:H:D,21:A:S,BYE,15:A:V,6:H:D,18:H:L,9:A:L,12:H:L
17,20:A:M,29:A:M,0:A:M,8:H:D,BYE,28:H:D,27:H:S,1:H:V
18,24:A:M,15:A:V,BYE,9:A:S,12:H:L,16:A:L,6:H:V,19:H:D
19,16:A:D,7:H:L,24:H:M,21:H:D,3:A:M,BYE,13:H:D,18:A:D
20,17:H:M,5:A:M,28:A:M,BYE,10:A:L,11:A:L,4:H:M,31:A:V
21,13:H:S,16:H:S,3:A:S,19:A:D,26:A:L,7:H:D,24:H:M,BYE
22,29:H:V,10:H:M,4:A:S,5:H:D,1:A:S,25:A:L,BYE,23:H:M
23,27:A:M,8:A:L,25:H:L,31:H:M,BYE,4:H:V,10:H:V,22:A:M
24,18:H:M,3:A:D,19:A:M,30:A:M,7:H:L,14:H:M,21:A:M,BYE
25,28:A:M,31:H:S,23:A:L,4:H:M,11:H:D,22:H:L,8:A:S,BYE
26,9:H:S,6:A:L,2:A:M,7:A:M,21:H:L,BYE,30:H:S,14:H:D
27,23:H:M,11:H:L,BYE,28:H:V,0:A:M,5:H:L,17:A:S,29:A:D
28,25:H:M,0:A:L,20:H:M,27:A:V,31:A:M,17:A:D,5:H:V,BYE
29,22:A:V,17:H:M,8:H:S,1:A:D,4:A:M,BYE,31:H:M,27:H:D
30,BYE,13:A:S,12:A:L,24:H:M,14:A:L,9:H:L,26:A:S,15:H:M
31,8:A:M,25:A:S,BYE,23:A:M,28:H:M,10:H:L,29:A:M,20:H:V
