teamId,W0,W1,W2,W3,W4,W5,W6,W7
0,27:H:V,1:H:D,17:H:M,8:A:S,4:A:M,28:H:S,5:A:S,BYE
1,22:H:M,0:A:D,11:A:S,17:A:S,29:H:S,BYE,10:A:L,4:H:M
2,12:A:M,BYE,6:H:L,26:H:S,13:A:S,7:H:D,3:H:V,9:A:V
3,6:A:S,7:A:D,14:A:V,24:H:V,21:H:S,19:H:D,2:A:V,BYE
4,29:H:S,BYE,20:A:L,23:A:M,0:H:M,25:A:V,22:H:D,1:A:M
5,28:A:M,20:H:M,27:A:L,10:H:V,11:H:L,22:A:L,0:H:S,BYE
6,3:H:S,18:A:M,2:A:L,7:H:L,BYE,16:A:V,15:A:V,26:H:M
7,19:A:M,3:H:D,26:H:D,6:A:L,24:A:L,2:A:D,BYE,21:A:D
8,11:A:M,BYE,29:A:S,0:H:S,31:H:V,17:A:D,23:H:M,25:H:M
9,26:A:M,30:A:S,15:H:S,16:H:V,12:A:D,BYE,18:H:V,2:H:V
10,23:A:M,11:H:M,31:A:D,5:A:V,22:A:D,20:H:D,1:H:L,BYE
11,8:H:M,10:A:M,1:H:S,20:H:M,5:A:L,BYE,25:A:V,27:A:M
12,2:H:M,16:A:D,18:A:V,13:H:S,9:H:D,30:H:L,BYE,14:H:M
13,21:A:S,BYE,30:H:S,12:A:S,2:H:S,15:H:M,14:H:M,19:A:S
14,24:A:V,15:H:S,3:H:V,30:H:V,BYE,26:A:S,13:A:M,12:A:M
15,30:A:V,14:A:S,9:A:S,18:H:D,16:H:D,13:A:M,6:H:V,BYE
16,18:H:M,12:H:D,19:H:S,9:A:V,15:A:D,6:H:V,21:A:D,BYE
17,20:A:L,27:H:S,0:A:M,1:H:S,28:H:L,8:H:D,29:A:S,BYE
18,16:A:M,6:H:M,12:H:V,15:A:D,19:H:V,24:A:D,9:A:V,BYE
19,7:H:M,24:H:L,16:A:S,21:H:S,18:A:V,3:A:D,BYE,13:H:S
20,17:H:L,5:A:M,4:H:L,11:A:M,BYE,10:A:D,31:A:V,28:A:D
21,13:H:S,26:A:D,24:H:L,19:A:S,3:A:S,BYE,16:H:D,7:H:D
22,1:A:M,29:H:S,25:A:S,BYE,10:H:D,5:H:L,4:A:D,23:H:V
23,10:H:M,31:H:M,BYE,4:H:M,25:H:M,27:A:S,8:A:M,22:A:V
24,14:H:V,19:A:L,21:A:L,3:A:V,7:H:L,18:H:D,30:A:S,BYE
25,31:H:S,28:A:V,22:H:S,BYE,23:A:M,4:H:V,11:H:V,8:A:M
26,9:H:M,21:H:D,7:A:D,2:A:S,30:H:L,14:H:S,BYE,6:A:M
27,0:A:V,17:A:S,5:H:L,29:A:V,BYE,23:H:S,28:H:D,11:H:M
28,5:H:M,25:H:V,BYE,31:A:D,17:A:L,0:A:S,27:A:D,20:H:D
29,4:A:S,22:A:S,8:H:S,27:H:V,1:A:S,31:H:M,17:H:S,BYE
30,15:H:V,9:H:S,13:A:S,14:A:V,26:A:L,12:A:L,24:H:S,BYE
31,25:A:S,23:A:M,10:H:D,28:H:D,8:A:V,29:A:M,20:H:V,BYE
