teamId,W0,W1,W2,W3,W4,W5,W6,W7
0,8:A:S,4:A:L,BYE,28:H:V,27:H:L,17:H:L,1:H:L,5:A:M
1,17:A:S,29:H:M,11:A:V,22:H:M,4:H:D,BYE,0:A:L,10:A:M
2,13:A:D,7:H:V,12:A:S,3:H:V,26:H:M,6:H:M,BYE,9:A:M
3,21:H:S,24:H:M,19:H:D,2:A:V,7:A:S,14:A:D,6:A:M,BYE
4,25:A:V,0:H:L,23:A:V,29:H:L,1:A:D,22:H:V,BYE,20:A:D
5,10:H:M,11:H:L,28:A:M,27:A:S,20:H:S,BYE,22:A:M,0:H:M
6,26:H:V,BYE,18:A:V,15:A:S,16:A:M,2:A:M,3:H:M,7:H:M
7,BYE,2:A:V,26:H:D,24:A:D,3:H:S,21:A:D,19:A:V,6:A:M
8,0:H:S,25:H:V,29:A:D,23:H:M,11:A:S,BYE,31:H:L,17:A:M
9,30:A:S,18:H:V,15:H:V,12:A:M,BYE,16:H:S,26:A:L,2:H:M
10,5:A:M,22:A:L,31:A:M,BYE,23:A:V,11:H:L,20:H:D,1:H:M
11,20:H:M,5:A:L,1:H:V,25:A:L,8:H:S,10:A:L,27:A:D,BYE
12,BYE,13:H:M,2:H:S,9:H:M,14:H:L,30:H:D,18:A:L,16:A:L
13,2:H:D,12:A:M,14:H:S,BYE,21:A:V,15:H:M,30:H:L,19:A:S
14,15:H:M,BYE,13:A:S,30:H:D,12:A:L,3:H:D,24:A:L,26:A:V
15,14:A:M,16:H:D,9:A:V,6:H:S,30:A:D,13:A:M,BYE,18:H:L
16,19:H:L,15:A:D,BYE,18:H:D,6:H:M,9:A:S,21:A:S,12:H:L
17,1:H:S,27:H:L,20:A:D,BYE,28:H:M,0:A:L,29:A:V,8:H:M
18,24:A:V,9:A:V,6:H:V,16:A:D,19:H:L,BYE,12:H:L,15:A:L
19,16:A:L,21:H:V,3:A:D,BYE,18:A:L,24:H:L,7:H:V,13:H:S
20,11:A:M,28:A:S,17:H:D,31:A:S,5:A:S,BYE,10:A:D,4:H:D
21,3:A:S,19:A:V,24:H:D,26:A:D,13:H:V,7:H:D,16:H:S,BYE
22,23:H:S,10:H:L,25:A:M,1:A:M,29:H:S,4:A:V,5:H:M,BYE
23,22:A:S,31:H:D,4:H:V,8:A:M,10:H:V,27:A:L,25:H:V,BYE
24,18:H:V,3:A:M,21:A:D,7:H:D,BYE,19:A:L,14:H:L,30:A:D
25,4:H:V,8:A:V,22:H:M,11:H:L,31:H:L,BYE,23:A:V,28:A:V
26,6:A:V,30:H:D,7:A:D,21:H:D,2:A:M,BYE,9:H:L,14:H:V
27,28:H:M,17:A:L,BYE,5:H:S,0:A:L,23:H:L,11:H:D,29:A:M
28,27:A:M,20:H:S,5:H:M,0:A:V,17:A:M,31:A:V,BYE,25:H:V
29,31:H:D,1:A:M,8:H:D,4:A:L,22:A:S,BYE,17:H:V,27:H:M
30,9:H:S,26:A:D,BYE,14:A:D,15:H:D,12:A:D,13:A:L,24:H:D
31,29:A:D,23:A:D,10:H:M,20:H:S,25:A:L,28:H:V,8:A:L,BYE
