teamId,W0,W1,W2,W3,W4,W5,W6,W7
0,28:H:L,4:A:M,BYE,27:H:D,17:H:M,1:H:M,5:A:L,8:A:S
1,29:H:S,BYE,22:H:S,10:A:S,11:A:V,0:A:M,17:A:D,4:H:L
2,12:A:V,3:H:L,7:H:D,BYE,26:H:V,6:H:L,9:A:L,13:A:S
3,14:A:S,2:A:L,21:H:M,19:H:V,6:A:M,24:H:V,BYE,7:A:M
4,22:H:V,0:H:M,23:A:S,BYE,29:H:M,20:A:M,25:A:V,1:A:L
5,20:H:V,11:H:M,10:H:V,28:A:D,27:A:L,22:A:L,0:H:L,BYE
6,7:H:L,26:H:M,18:A:S,16:A:M,3:H:M,2:A:L,15:A:V,BYE
7,6:A:L,BYE,2:A:D,24:A:D,21:A:L,19:A:S,26:H:S,3:H:M
8,31:H:V,29:A:L,17:A:M,11:A:D,BYE,25:H:M,23:H:L,0:H:S
9,26:A:D,16:H:D,BYE,18:H:L,30:A:V,15:H:S,2:H:L,12:A:D
10,23:A:M,20:H:S,5:A:V,1:H:S,BYE,11:H:S,22:A:V,31:A:M
11,25:A:M,5:A:M,20:H:S,8:H:D,1:H:V,10:A:S,BYE,27:A:V
12,2:H:V,30:H:D,13:H:S,BYE,14:H:L,16:A:L,18:A:V,9:H:D
13,15:H:V,14:H:M,12:A:S,21:A:L,19:A:V,BYE,30:H:D,2:H:S
14,3:H:S,13:A:M,26:A:D,15:H:M,12:A:L,30:H:S,24:A:L,BYE
15,13:A:V,18:H:L,30:A:L,14:A:M,16:H:M,9:A:S,6:H:V,BYE
16,21:A:V,9:A:D,BYE,6:H:M,15:A:M,12:H:L,19:H:V,18:H:L
17,27:H:V,28:H:S,8:H:M,BYE,0:A:M,29:A:S,1:H:D,20:A:D
18,19:H:V,15:A:L,6:H:S,9:A:L,24:A:L,BYE,12:H:V,16:A:L
19,18:A:V,21:H:M,24:H:D,3:A:V,13:H:V,7:H:S,16:A:V,BYE
20,5:A:V,10:A:S,11:A:S,31:A:V,28:A:D,4:H:M,BYE,17:H:D
21,16:H:V,19:A:M,3:A:M,13:H:L,7:H:L,26:A:D,BYE,24:H:D
22,4:A:V,25:A:M,1:A:S,29:H:V,23:H:M,5:H:L,10:H:V,BYE
23,10:H:M,27:A:L,4:H:S,25:H:M,22:A:M,31:H:S,8:A:L,BYE
24,30:A:V,BYE,19:A:D,7:H:D,18:H:L,3:A:V,14:H:L,21:A:D
25,11:H:M,22:H:M,BYE,23:A:M,31:H:M,8:A:M,4:H:V,28:A:S
26,9:H:D,6:A:M,14:H:D,30:H:L,2:A:V,21:H:D,7:A:S,BYE
27,17:A:V,23:H:L,28:H:D,0:A:D,5:H:L,BYE,29:A:M,11:H:V
28,0:A:L,17:A:S,27:A:D,5:H:D,20:H:D,BYE,31:A:S,25:H:S
29,1:A:S,8:H:L,31:H:L,22:A:V,4:A:M,17:H:S,27:H:M,BYE
30,24:H:V,12:A:D,15:H:L,26:A:L,9:H:V,14:A:S,13:A:D,BYE
31,8:A:V,BYE,29:A:L,20:H:V,25:A:M,23:A:S,28:H:S,10:H:M
