teamId,W0,W1,W2,W3,W4,W5,W6,W7
0,17:H:D,8:A:V,5:A:D,28:H:D,27:H:V,BYE,1:H:S,4:A:V
1,29:H:V,22:H:M,4:H:M,BYE,10:A:V,11:A:S,0:A:S,17:A:V
2,13:A:L,12:A:S,3:H:L,7:H:M,9:A:S,BYE,6:H:L,26:H:V
3,BYE,14:A:D,2:A:L,6:A:D,21:H:D,7:A:V,24:H:S,19:H:M
4,25:A:D,29:H:M,1:A:M,23:A:L,22:H:D,20:A:S,BYE,0:H:V
5,22:A:S,28:A:S,0:H:D,BYE,20:H:D,10:H:S,27:A:V,11:H:L
6,15:A:D,26:H:S,18:A:D,3:H:D,BYE,16:A:L,2:A:L,7:H:V
7,24:A:D,19:A:M,21:A:L,2:A:M,26:H:S,3:H:V,BYE,6:A:V
8,23:H:S,0:H:V,11:A:S,17:A:L,31:H:M,BYE,25:H:S,29:A:D
9,18:H:D,16:H:V,15:H:L,26:A:D,2:H:S,30:A:L,12:A:V,BYE
10,31:A:M,11:H:L,23:A:M,20:H:D,1:H:V,5:A:S,BYE,22:A:S
11,20:H:L,10:A:L,8:H:S,27:A:V,25:A:L,1:H:S,BYE,5:A:L
12,30:H:L,2:H:S,13:H:V,18:A:S,16:A:M,14:H:V,9:H:V,BYE
13,2:H:L,21:A:M,12:A:V,15:H:M,14:H:M,19:A:D,30:H:V,BYE
14,26:A:D,3:H:D,24:A:V,30:H:L,13:A:M,12:A:V,15:H:M,BYE
15,6:H:D,BYE,9:A:L,13:A:M,30:A:D,18:H:S,14:A:M,16:H:V
16,BYE,9:A:V,19:H:M,21:A:D,12:H:M,6:H:L,18:H:D,15:A:V
17,0:A:D,27:H:L,20:A:V,8:H:L,29:A:S,BYE,28:H:S,1:H:V
18,9:A:D,BYE,6:H:D,12:H:S,19:H:D,15:A:S,16:A:D,24:A:M
19,21:H:S,7:H:M,16:A:M,24:H:L,18:A:D,13:H:D,BYE,3:A:M
20,11:A:L,BYE,17:H:V,10:A:D,5:A:D,4:H:S,31:A:S,28:A:V
21,19:A:S,13:H:M,7:H:L,16:H:D,3:A:D,24:H:M,26:A:L,BYE
22,5:H:S,1:A:M,25:A:S,29:H:M,4:A:D,BYE,23:H:M,10:H:S
23,8:A:S,31:H:M,10:H:M,4:H:L,BYE,27:A:M,22:A:M,25:H:D
24,7:H:D,30:A:V,14:H:V,19:A:L,BYE,21:A:M,3:A:S,18:H:M
25,4:H:D,BYE,22:H:S,31:H:D,11:H:L,28:A:D,8:A:S,23:A:D
26,14:H:D,6:A:S,30:H:D,9:H:D,7:A:S,BYE,21:H:L,2:A:V
27,28:H:V,17:A:L,29:A:V,11:H:V,0:A:V,23:H:M,5:H:V,BYE
28,27:A:V,5:H:S,31:A:D,0:A:D,BYE,25:H:D,17:A:S,20:H:V
29,1:A:V,4:A:M,27:H:V,22:A:M,17:H:S,31:H:L,BYE,8:H:D
30,12:A:L,24:H:V,26:A:D,14:A:L,15:H:D,9:H:L,13:A:V,BYE
31,10:H:M,23:A:M,28:H:D,25:A:D,8:A:M,29:A:L,20:H:S,BYE
