teamId,W0,W1,W2,W3,W4,W5,W6,W7
0,28:H:M,8:A:S,1:H:V,4:A:D,27:H:S,BYE,5:A:V,17:H:D
1,29:H:S,11:A:L,0:A:V,10:A:L,4:H:V,17:A:V,22:H:S,BYE
2,3:H:S,6:H:D,26:H:L,9:A:S,13:A:S,12:A:D,BYE,7:H:D
3,2:A:S,7:A:V,6:A:M,24:H:S,14:A:D,19:H:D,21:H:D,BYE
4,22:H:M,23:A:D,25:A:M,0:H:D,1:A:V,29:H:D,20:A:L,BYE
5,20:H:L,28:A:D,10:H:L,27:A:L,11:H:L,22:A:S,0:H:V,BYE
6,7:H:S,2:A:D,3:H:M,26:H:L,15:A:D,16:A:L,18:A:M,BYE
7,6:A:S,3:H:V,24:A:M,BYE,26:H:L,21:A:S,19:A:S,2:A:D
8,25:H:D,0:H:S,17:A:S,29:A:L,23:H:V,31:H:L,11:A:V,BYE
9,26:A:L,15:H:L,16:H:S,2:H:S,12:A:L,18:H:M,30:A:S,BYE
10,11:H:D,20:H:S,5:A:L,1:H:L,22:A:V,BYE,31:A:S,23:A:S
11,10:A:D,1:H:L,20:H:S,25:A:V,5:A:L,27:A:V,8:H:V,BYE
12,13:H:D,14:H:V,BYE,18:A:L,9:H:L,2:H:D,16:A:S,30:H:M
13,12:A:D,19:A:S,30:H:V,21:A:S,2:H:S,14:H:S,15:H:S,BYE
14,30:H:L,12:A:V,15:H:D,BYE,3:H:D,13:A:S,24:A:S,26:A:M
15,18:H:D,9:A:L,14:A:D,30:A:S,6:H:D,BYE,13:A:S,16:H:D
16,21:A:L,BYE,9:A:S,19:H:L,18:H:M,6:H:L,12:H:S,15:A:D
17,27:H:L,BYE,8:H:S,20:A:M,28:H:D,1:H:V,29:A:L,0:A:D
18,15:A:D,24:A:L,19:H:D,12:H:L,16:A:M,9:A:M,6:H:M,BYE
19,24:H:M,13:H:S,18:A:D,16:A:L,21:H:D,3:A:D,7:H:S,BYE
20,5:A:L,10:A:S,11:A:S,17:H:M,BYE,28:A:D,4:H:L,31:A:L
21,16:H:L,26:A:V,BYE,13:H:S,19:A:D,7:H:S,3:A:D,24:H:L
22,4:A:M,25:A:D,23:H:M,BYE,10:H:V,5:H:S,1:A:S,29:H:V
23,31:H:M,4:H:D,22:A:M,BYE,8:A:V,25:H:D,27:A:L,10:H:S
24,19:A:M,18:H:L,7:H:M,3:A:S,30:A:D,BYE,14:H:S,21:A:L
25,8:A:D,22:H:D,4:H:M,11:H:V,31:H:S,23:A:D,28:A:M,BYE
26,9:H:L,21:H:V,2:A:L,6:A:L,7:A:L,30:H:L,BYE,14:H:M
27,17:A:L,29:A:L,28:H:D,5:H:L,0:A:S,11:H:V,23:H:L,BYE
28,0:A:M,5:H:D,27:A:D,31:A:M,17:A:D,20:H:D,25:H:M,BYE
29,1:A:S,27:H:L,31:H:L,8:H:L,BYE,4:A:D,17:H:L,22:A:V
30,14:A:L,BYE,13:A:V,15:H:S,24:H:D,26:A:L,9:H:S,12:A:M
31,23:A:M,BYE,29:A:L,28:H:M,25:A:S,8:A:L,10:H:S,20:H:L
