teamId,W0,W1,W2,W3,W4,W5,W6,W7
0,8:A:M,27:H:D,5:A:D,17:H:S,28:H:V,4:A:M,1:H:L,BYE
1,10:A:D,BYE,17:A:D,11:A:V,29:H:L,22:H:S,0:A:L,4:H:D
2,26:H:D,9:A:D,BYE,3:H:D,6:H:D,12:A:D,7:H:L,13:A:M
3,21:H:V,6:A:D,BYE,2:A:D,24:H:S,7:A:D,14:A:L,19:H:S
4,BYE,25:A:M,23:A:D,20:A:M,22:H:D,0:H:M,29:H:L,1:A:D
5,20:H:L,10:H:V,0:H:D,22:A:S,11:H:L,BYE,27:A:L,28:A:S
6,18:A:L,3:H:D,16:A:L,7:H:L,2:A:D,BYE,26:H:D,15:A:V
7,BYE,19:A:M,24:A:M,6:A:L,26:H:S,3:H:D,2:A:L,21:A:D
8,0:H:M,11:A:L,25:H:S,29:A:S,31:H:L,17:A:V,23:H:L,BYE
9,15:H:V,2:H:D,12:A:S,26:A:L,18:H:S,BYE,30:A:L,16:H:M
10,1:H:D,5:A:V,22:A:V,23:A:V,20:H:D,31:A:V,11:H:S,BYE
11,27:A:M,8:H:L,20:H:L,1:H:V,5:A:L,25:A:L,10:A:S,BYE
12,14:H:V,BYE,9:H:S,16:A:L,30:H:L,2:H:D,13:H:S,18:A:D
13,30:H:M,15:H:M,BYE,19:A:S,14:H:S,21:A:M,12:A:S,2:H:M
14,12:A:V,BYE,26:A:D,24:A:L,13:A:S,15:H:D,3:H:L,30:H:D
15,9:A:V,13:A:M,30:A:D,18:H:S,BYE,14:A:D,16:H:D,6:H:V
16,BYE,18:H:L,6:H:L,12:H:L,21:A:M,19:H:L,15:A:D,9:A:M
17,29:A:D,28:H:V,1:H:D,0:A:S,27:H:V,8:H:V,20:A:S,BYE
18,6:H:L,16:A:L,BYE,15:A:S,9:A:S,24:A:L,19:H:D,12:H:D
19,24:H:V,7:H:M,21:H:M,13:H:S,BYE,16:A:L,18:A:D,3:A:S
20,5:A:L,BYE,11:A:L,4:H:M,10:A:D,28:A:M,17:H:S,31:A:L
21,3:A:V,26:A:V,19:A:M,BYE,16:H:M,13:H:M,24:H:V,7:H:D
22,23:H:L,29:H:V,10:H:V,5:H:S,4:A:D,1:A:S,BYE,25:A:V
23,22:A:L,31:H:D,4:H:D,10:H:V,25:H:M,BYE,8:A:L,27:A:V
24,19:A:V,30:A:M,7:H:M,14:H:L,3:A:S,18:H:L,21:A:V,BYE
25,31:H:D,4:H:M,8:A:S,BYE,23:A:M,11:H:L,28:A:D,22:H:V
26,2:A:D,21:H:V,14:H:D,9:H:L,7:A:S,30:H:S,6:A:D,BYE
27,11:H:M,0:A:D,28:H:V,BYE,17:A:V,29:A:M,5:H:L,23:H:V
28,BYE,17:A:V,27:A:V,31:A:D,0:A:V,20:H:M,25:H:D,5:H:S
29,17:H:D,22:A:V,31:H:D,8:H:S,1:A:L,27:H:M,4:A:L,BYE
30,13:A:M,24:H:M,15:H:D,BYE,12:A:L,26:A:S,9:H:L,14:A:D
31,25:A:D,23:A:D,29:A:D,28:H:D,8:A:L,10:H:V,BYE,20:H:L
