teamId,W0,W1,W2,W3,W4,W5,W6,W7
0,8:A:D,1:H:L,28:H:D,4:A:S,BYE,17:H:V,5:A:S,27:H:M
1,10:A:L,0:A:L,22:H:M,BYE,11:A:L,29:H:M,4:H:L,17:A:S
2,3:H:D,13:A:D,BYE,6:H:V,7:H:L,9:A:M,26:H:S,12:A:D
3,2:A:D,6:A:D,14:A:D,24:H:L,21:H:S,7:A:V,19:H:M,BYE
4,23:A:D,22:H:L,25:A:V,0:H:S,BYE,20:A:S,1:A:L,29:H:M
5,22:A:M,11:H:S,27:A:D,20:H:M,28:A:V,10:H:M,0:H:S,BYE
6,BYE,3:H:D,18:A:L,2:A:V,15:A:D,26:H:L,7:H:D,16:A:L
7,19:A:S,BYE,24:A:M,21:A:D,2:A:L,3:H:V,6:A:D,26:H:V
8,0:H:D,17:A:L,23:H:D,29:A:D,25:H:D,BYE,31:H:S,11:A:L
9,18:H:M,30:A:L,16:H:D,12:A:D,26:A:L,2:H:M,15:H:V,BYE
10,1:H:L,23:A:D,31:A:L,11:H:V,20:H:L,5:A:M,BYE,22:A:D
11,25:A:D,5:A:S,BYE,10:A:V,1:H:L,27:A:S,20:H:S,8:H:L
12,16:A:S,18:A:S,13:H:M,9:H:D,30:H:M,14:H:V,BYE,2:H:D
13,15:H:M,2:H:D,12:A:M,BYE,19:A:L,30:H:S,21:A:D,14:H:S
14,26:A:L,15:H:S,3:H:D,30:H:D,24:A:L,12:A:V,BYE,13:A:S
15,13:A:M,14:A:S,BYE,16:H:L,6:H:D,18:H:L,9:A:V,30:A:M
16,12:H:S,19:H:D,9:A:D,15:A:L,18:H:D,21:A:L,BYE,6:H:L
17,29:A:D,8:H:L,20:A:M,28:H:D,27:H:V,0:A:V,BYE,1:H:S
18,9:A:M,12:H:S,6:H:L,19:H:M,16:A:D,15:A:L,24:A:M,BYE
19,7:H:S,16:A:D,21:H:L,18:A:M,13:H:L,24:H:M,3:A:M,BYE
20,31:A:S,28:A:D,17:H:M,5:A:M,10:A:L,4:H:S,11:A:S,BYE
21,BYE,26:A:D,19:A:L,7:H:D,3:A:S,16:H:L,13:H:D,24:H:S
22,5:H:M,4:A:L,1:A:M,25:A:V,23:H:D,BYE,29:H:L,10:H:D
23,4:H:D,10:H:D,8:A:D,31:H:D,22:A:D,25:H:M,27:A:L,BYE
24,30:A:L,BYE,7:H:M,3:A:L,14:H:L,19:A:M,18:H:M,21:A:S
25,11:H:D,31:H:M,4:H:V,22:H:V,8:A:D,23:A:M,28:A:L,BYE
26,14:H:L,21:H:D,30:H:D,BYE,9:H:L,6:A:L,2:A:S,7:A:V
27,28:H:S,29:A:M,5:H:D,BYE,17:A:V,11:H:S,23:H:L,0:A:M
28,27:A:S,20:H:D,0:A:D,17:A:D,5:H:V,31:A:S,25:H:L,BYE
29,17:H:D,27:H:M,BYE,8:H:D,31:H:D,1:A:M,22:A:L,4:A:M
30,24:H:L,9:H:L,26:A:D,14:A:D,12:A:M,13:A:S,BYE,15:H:M
31,20:H:S,25:A:M,10:H:L,23:A:D,29:A:D,28:H:S,8:A:S,BYE
