teamId,W0,W1,W2,W3,W4,W5,W6,W7
0,BYE,8:A:S,5:A:M,28:H:M,17:H:D,27:H:V,1:H:M,4:A:S
1,10:A:M,BYE,17:A:L,11:A:S,22:H:S,4:H:V,0:A:M,29:H:V
2,6:H:D,12:A:L,3:H:M,7:H:M,13:A:V,9:A:S,26:H:S,BYE
3,BYE,14:A:M,2:A:M,6:A:V,24:H:V,21:H:V,7:A:M,19:H:S
4,25:A:S,22:H:D,20:A:D,23:A:S,BYE,1:A:V,29:H:D,0:H:S
5,11:H:M,28:A:D,0:H:M,BYE,10:H:L,20:H:D,22:A:S,27:A:D
6,2:A:D,26:H:D,BYE,3:H:V,7:H:V,15:A:V,18:A:D,16:A:V
7,19:A:M,21:A:D,26:H:M,2:A:M,6:A:V,24:A:S,3:H:M,BYE
8,31:H:M,0:H:S,23:H:S,25:H:M,29:A:D,17:A:M,BYE,11:A:V
9,26:A:V,18:H:D,15:H:V,16:H:L,30:A:D,2:H:S,BYE,12:A:M
10,1:H:M,31:A:D,11:H:L,22:A:L,5:A:L,BYE,23:A:D,20:H:M
11,5:A:M,25:A:V,10:A:L,1:H:S,27:A:L,BYE,20:H:V,8:H:V
12,30:H:S,2:H:L,14:H:D,13:H:V,BYE,18:A:D,16:A:L,9:H:M
13,21:A:D,19:A:M,30:H:M,12:A:V,2:H:V,14:H:M,15:H:L,BYE
14,15:H:D,3:H:M,12:A:D,26:A:S,BYE,13:A:M,30:H:V,24:A:D
15,14:A:D,16:H:D,9:A:V,30:A:L,18:H:V,6:H:V,13:A:L,BYE
16,BYE,15:A:D,18:H:M,9:A:L,21:A:V,19:H:S,12:H:L,6:H:V
17,20:A:M,29:A:M,1:H:L,BYE,0:A:D,8:H:M,27:H:V,28:H:S
18,24:A:L,9:A:D,16:A:M,19:H:D,15:A:V,12:H:D,6:H:D,BYE
19,7:H:M,13:H:M,21:H:S,18:A:D,BYE,16:A:S,24:H:L,3:A:S
20,17:H:M,BYE,4:H:D,31:A:L,28:A:M,5:A:D,11:A:V,10:A:M
21,13:H:D,7:H:D,19:A:S,24:H:V,16:H:V,3:A:V,BYE,26:A:V
22,23:H:D,4:A:D,25:A:V,10:H:L,1:A:S,29:H:D,5:H:S,BYE
23,22:A:D,27:A:L,8:A:S,4:H:S,BYE,25:H:M,10:H:D,31:H:L
24,18:H:L,30:A:S,BYE,21:A:V,3:A:V,7:H:S,19:A:L,14:H:D
25,4:H:S,11:H:V,22:H:V,8:A:M,31:H:V,23:A:M,28:A:L,BYE
26,9:H:V,6:A:D,7:A:M,14:H:S,BYE,30:H:D,2:A:S,21:H:V
27,28:H:M,23:H:L,BYE,29:A:L,11:H:L,0:A:V,17:A:V,5:H:D
28,27:A:M,5:H:D,BYE,0:A:M,20:H:M,31:A:D,25:H:L,17:A:S
29,BYE,17:H:M,31:H:S,27:H:L,8:H:D,22:A:D,4:A:D,1:A:V
30,12:A:S,24:H:S,13:A:M,15:H:L,9:H:D,26:A:D,14:A:V,BYE
31,8:A:M,10:H:D,29:A:S,20:H:L,25:A:V,28:H:D,BYE,23:A:L
