teamId,W0,W1,W2,W3,W4,W5,W6,W7
0,5:A:L,17:H:V,8:A:S,27:H:L,BYE,4:A:D,28:H:S,1:H:V
1,22:H:V,4:H:M,29:H:S,17:A:D,10:A:V,BYE,11:A:V,0:A:V
2,9:A:V,26:H:M,BYE,7:H:D,13:A:V,6:H:S,3:H:L,12:A:S
3,6:A:V,19:H:S,14:A:M,BYE,21:H:V,7:A:M,2:A:L,24:H:M
4,23:A:L,1:A:M,22:H:S,BYE,29:H:M,0:H:D,20:A:V,25:A:D
5,0:H:L,20:H:V,27:A:L,BYE,28:A:D,11:H:S,22:A:M,10:H:L
6,3:H:V,18:A:D,16:A:M,15:A:D,26:H:L,2:A:S,7:H:M,BYE
7,26:H:L,24:A:V,19:A:S,2:A:D,BYE,3:H:M,6:A:M,21:A:S
8,29:A:L,11:A:V,0:H:S,25:H:S,31:H:L,BYE,17:A:V,23:H:M
9,2:H:V,12:A:V,BYE,16:H:L,18:H:V,15:H:M,26:A:M,30:A:S
10,20:H:M,31:A:L,23:A:S,11:H:M,1:H:V,22:A:V,BYE,5:A:L
11,27:A:S,8:H:V,25:A:S,10:A:M,20:H:V,5:A:S,1:H:V,BYE
12,13:H:S,9:H:V,18:A:M,30:H:L,14:H:L,16:A:L,BYE,2:H:S
13,12:A:S,30:H:D,15:H:V,19:A:V,2:H:V,21:A:S,14:H:D,BYE
14,24:A:S,15:H:S,3:H:M,BYE,12:A:L,30:H:S,13:A:D,26:A:M
15,30:A:L,14:A:S,13:A:V,6:H:D,BYE,9:A:M,16:H:L,18:H:S
16,18:H:V,21:A:S,6:H:M,9:A:L,19:H:V,12:H:L,15:A:L,BYE
17,28:H:M,0:A:V,20:A:D,1:H:D,27:H:D,29:A:S,8:H:V,BYE
18,16:A:V,6:H:D,12:H:M,24:A:S,9:A:V,BYE,19:H:V,15:A:S
19,21:H:M,3:A:S,7:H:S,13:H:V,16:A:V,24:H:L,18:A:V,BYE
20,10:A:M,5:A:V,17:H:D,28:A:S,11:A:V,BYE,4:H:V,31:A:V
21,19:A:M,16:H:S,24:H:D,26:A:V,3:A:V,13:H:S,BYE,7:H:S
22,1:A:V,29:H:S,4:A:S,23:H:L,25:A:V,10:H:V,5:H:M,BYE
23,4:H:L,27:A:D,10:H:S,22:A:L,BYE,31:H:D,25:H:S,8:A:M
24,14:H:S,7:H:V,21:A:D,18:H:S,30:A:M,19:A:L,BYE,3:A:M
25,31:H:V,28:A:M,11:H:S,8:A:S,22:H:V,BYE,23:A:S,4:H:D
26,7:A:L,2:A:M,30:H:S,21:H:V,6:A:L,BYE,9:H:M,14:H:M
27,11:H:S,23:H:D,5:H:L,0:A:L,17:A:D,28:H:L,29:A:D,BYE
28,17:A:M,25:H:M,31:A:M,20:H:S,5:H:D,27:A:L,0:A:S,BYE
29,8:H:L,22:A:S,1:A:S,31:H:V,4:A:M,17:H:S,27:H:D,BYE
30,15:H:L,13:A:D,26:A:S,12:A:L,24:H:M,14:A:S,BYE,9:H:S
31,25:A:V,10:H:L,28:H:M,29:A:V,8:A:L,23:A:D,BYE,20:H:V
